Vissa EG-relaterade frågor ;Bilaga//NN|UTR|SIN|IND|NOM//ROOT//0 3//RG|NOM//nummod//0
Vissa EG-relaterade frågor ;Även//AB//mark//6 om//SN//fixed//0 dessa//DT|UTR/NEU|PLU|DEF//det//3 argument//NN|NEU|PLU|IND|NOM//nsubj//6 skulle//VB|PRT|AKT//aux//6 kunna//VB|INF|AKT//aux//6 tala//VB|INF|AKT//advcl//23 för//PP//mark//11 att//SN//mark//11 skatteneutraliteten//NN|UTR|SIN|DEF|NOM//nsubj//11 får//VB|PRS|AKT//aux//11 ge//VB|INF|AKT//advcl//6 vika//PL//xcomp//11 för//PP//case//16 en//DT|UTR|SIN|IND//det//16 tydlig//JJ|POS|UTR|SIN|IND|NOM//amod//16 regel//NN|UTR|SIN|IND|NOM//obl//11 i//PP//case//18 direktivet//NN|NEU|SIN|DEF|NOM//obl//11 är//VB|PRS|AKT//cop//23 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 långt//AB|POS//advmod//22 ifrån//AB//advmod//23 klart//JJ|POS|NEU|SIN|IND|NOM//ROOT//23 och//KN//cc//29 kan//VB|PRS|AKT//aux//29 egentligen//AB//advmod//29 i//PP//case//28 nuläget//NN|NEU|SIN|DEF|NOM//obl//29 anses//VB|PRS|SFO//conj//23 oprövat//JJ|POS|NEU|SIN|IND|NOM//xcomp//29 .//MID//punct//23
Vissa EG-relaterade frågor ;Ett//DT|NEU|SIN|IND//det//33 faktum//NN|NEU|SIN|IND|NOM//nsubj//51 som//HP|-|-|-//nsubj//35 talar//VB|PRS|AKT//acl:relcl//33 i//PP//case//38 motsatt//PC|PRF|UTR|SIN|IND|NOM//amod//38 riktning//NN|UTR|SIN|IND|NOM//obl//35 mot//PP//case//41 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 argumentation//NN|UTR|SIN|IND|NOM//nmod//38 för//PP//mark//45 att//SN//mark//45 direktivet//NN|NEU|SIN|DEF|NOM//nsubj//45 har//VB|PRS|AKT//advcl//35 företräde//NN|NEU|SIN|IND|NOM//obj//45 är//VB|PRS|AKT//cop//51 domstolens//NN|UTR|SIN|DEF|GEN//nmod:poss//51 relativt//AB|POS//advmod//50 långtgående//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 tolkning//NN|UTR|SIN|IND|NOM//parataxis//23 av//PP//case//53 skatteneutralitetsprincipen//NN|NEU|PLU|DEF|NOM//nmod//51 i//PP//case//55 Gregg//PM|NOM//nmod//53 (//PAD//punct//55 C-216/97//PM|NOM//appos//55 )//PAD//punct//55 .//MAD//punct//51
Vissa EG-relaterade frågor ;I//PP//case//61 målet//NN|NEU|SIN|DEF|NOM//obl//62 uttalar//VB|PRS|AKT//parataxis//51 domstolen//NN|UTR|SIN|DEF|NOM//obj//62 med//PP//case//65 stöd//NN|NEU|SIN|IND|NOM//obl//62 av//PP//case//67 principen//NN|UTR|SIN|DEF|NOM//nmod//65 att//SN//mark//69 begrepp//NN|NEU|PLU|IND|NOM//nsubj//77 som//KN//case//71 inrättning//NN|UTR|SIN|IND|NOM//obl//69 ,//MID//punct//73 organ//NN|NEU|SIN|IND|NOM//conj//71 och//KN//cc//75 organisation//NN|UTR|SIN|IND|NOM//conj//71 inte//AB//advmod//77 förutsätter//VB|PRS|AKT//advcl//23 att//SN//mark//82 en//DT|UTR|SIN|IND//det//81 juridisk//JJ|POS|UTR|SIN|IND|NOM//amod//81 person//NN|UTR|SIN|IND|NOM//nsubj//82 står//VB|PRS|AKT//ccomp//77 bakom//PL//case//84 verksamheten//NN|UTR|SIN|DEF|NOM//obl//82 utan//PP//mark//89 att//SN//mark//89 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//89 även//AB//advmod//89 innefattar//VB|PRS|AKT//advcl//82 en//DT|UTR|SIN|IND//det//92 fysisk//JJ|POS|UTR|SIN|IND|NOM//amod//92 person//NN|UTR|SIN|IND|NOM//obj//89 som//HP|-|-|-//nsubj//94 bedriver//VB|PRS|AKT//acl:relcl//92 en//DT|UTR|SIN|IND//det//96 rörelse//NN|UTR|SIN|IND|NOM//obj//94 .//MAD//punct//77
Vissa EG-relaterade frågor ;Ur//PP//case//100 denna//DT|UTR|SIN|DEF//det//100 synvinkel//NN|UTR|SIN|IND|NOM//obl//104 kan//VB|PRS|AKT//aux//104 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//104 vara//VB|INF|AKT//cop//104 tveksamt//JJ|POS|NEU|SIN|IND|NOM//conj//23 att//SN//mark//109 ,//MID//punct//109 som//HA//obj//109 kommissionen//NN|UTR|SIN|DEF|NOM//nsubj//109 gör//VB|PRS|AKT//csubj//104 i//PP//case//111 förslaget//NN|NEU|SIN|DEF|NOM//obl//109 om//PP//case//114 reducerade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//114 skattesatser//NN|UTR|PLU|IND|NOM//nmod//111 (//PAD//punct//114 KOM[2003//PAD//appos//114 ]//PAD//punct//114 397//RG|NOM//nummod//119 slutlig//JJ|POS|UTR|SIN|IND|NOM//appos//114 )//PAD//punct//109 ,//MID//punct//125 i//PP//case//125 en//DT|UTR|SIN|IND//det//125 uttrycklig//JJ|POS|UTR|SIN|IND|NOM//amod//125 bestämmelse//NN|UTR|SIN|IND|NOM//conj//104 (//PAD//punct//125 artikel//NN|UTR|SIN|IND|NOM//nmod//128 12.4//RG|NOM//nmod//125 )//PAD//punct//125 försöka//VB|INF|AKT//conj//23 reglera//VB|INF|AKT//xcomp//130 nuvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//133 praxis//NN|UTR|SIN|IND|NOM//obj//131 .//MAD//punct//23
Vissa EG-relaterade frågor ;2.3//RG|NOM//nmod//1 Leverans//NN|UTR|SIN|IND|NOM//ROOT//1 av//PP//case//4 en//DT|UTR|SIN|IND//det//4 vara//NN|UTR|SIN|IND|NOM//nmod//1 eller//KN//cc//6 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//conj//4 av//PP//case//9 en//DT|UTR|SIN|IND//det//9 tjänst//NN|UTR|SIN|IND|NOM//obl//6 ?//MAD//punct//1
Vissa EG-relaterade frågor ;I//PP//case//2 vissa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 fall//NN|NEU|PLU|IND|NOM//obl//5 är//VB|PRS|AKT//cop//5 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//5 viktigt//JJ|POS|NEU|SIN|IND|NOM//ROOT//5 att//IE//mark//7 avgöra//VB|INF|AKT//csubj//5 om//SN//case//10 en//DT|UTR|SIN|IND//det//10 transaktion//NN|UTR|SIN|IND|NOM//obl//7 utgör//VB|PRS|AKT//conj//5 omsättningen//NN|UTR|SIN|DEF|NOM//obj//11 av//PP//case//15 en//DT|UTR|SIN|IND//det//15 vara//NN|UTR|SIN|IND|NOM//nmod//12 eller//KN//cc//18 en//DT|UTR|SIN|IND//det//18 tjänst//NN|UTR|SIN|IND|NOM//conj//15 .//MID//punct//5
Vissa EG-relaterade frågor ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//23 kan//VB|PRS|AKT//aux//23 både//KN//cc//23 ha//VB|INF|AKT//conj//5 betydelse//NN|UTR|SIN|IND|NOM//obj//23 vid//PP//case//26 bestämmande//NN|NEU|SIN|IND|NOM//obl//23 av//PP//case//28 omsättningsland//NN|NEU|SIN|IND|NOM//nmod//26 (//PAD//punct//23 var//VB|PRT|AKT//cop//31 beskattning//NN|UTR|SIN|IND|NOM//nsubj//33 skall//VB|PRS|AKT//aux//33 ske//VB|INF|AKT//conj//23 )//PAD//punct//33 och//KN//cc//40 i//PP//case//38 de//DT|UTR/NEU|PLU|DEF//det//38 fall//NN|NEU|PLU|IND|NOM//obl//40 skattesatsen//NN|UTR|SIN|DEF|NOM//nsubj//40 skiljer//VB|PRS|AKT//conj//33 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obj//40 åt//PL//compound:prt//40 för//PP//mark//45 att//IE//mark//45 avgöra//VB|INF|AKT//advcl//40 vilken//HD|UTR|SIN|IND//det//47 skattesats//NN|UTR|SIN|IND|NOM//obj//45 som//HP|-|-|-//nsubj:pass//50 skall//VB|PRS|AKT//aux//50 tillämpas//VB|INF|SFO//acl:relcl//47 .//MAD//punct//5
Vissa EG-relaterade frågor ;Av//PP//case//2 3//RG|NOM//nummod//2 kap.//NN|AN//nmod//5 1//RG|NOM//nummod//4 §//NN|AN//nmod//5 ML//PM|NOM//obl//6 framgår//VB|PRS|AKT//ROOT//6 att//SN//mark//19 omsättning//NN|UTR|SIN|IND|NOM//nsubj//19 ,//MID//punct//10 import//NN|UTR|SIN|IND|NOM//conj//8 och//KN//cc//12 gemenskapsinternt//JJ|POS|NEU|SIN|IND|NOM//conj//8 förvärv//NN|NEU|SIN|IND|NOM//conj//8 av//PP//case//15 varor//NN|UTR|PLU|IND|NOM//nmod//13 och//KN//cc//17 tjänster//NN|UTR|PLU|IND|NOM//conj//15 är//VB|PRS|AKT//cop//19 skattepliktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//ccomp//6 om//SN//mark//23 inte//AB//advmod//23 annat//PN|NEU|SIN|IND|SUB/OBJ//nsubj:pass//23 anges//VB|PRS|SFO//advcl//19 .//MAD//punct//6
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//27 mervärdesskatterättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//27 definitionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//90 av//PP//case//29 vad//HP|NEU|SIN|IND//nsubj//34 som//HP|-|-|-//nsubj//31 utgör//VB|PRS|AKT//acl:relcl//29 en//DT|UTR|SIN|IND//obj//31 vara//NN|UTR|SIN|IND|NOM//cop//34 finns//VB|PRS|SFO//acl:relcl//27 i//PP//case//40 1//RG|NOM//nummod//37 kap.//NN|AN//nmod//40 6//RG|NOM//nummod//39 §//NN|AN//nmod//40 ML//PM|NOM//obl//34 .//MAD//punct//27
Vissa EG-relaterade frågor ;Med//PP//case//46 vara//NN|UTR|SIN|IND|NOM//cop//46 förstås//AB//advmod//45 materiella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 ting//NN|NEU|PLU|IND|NOM//obl//90 ,//MID//punct//49 bland//PP//case//49 dem//PN|UTR/NEU|PLU|DEF|OBJ//conj//46 fastigheter//NN|UTR|PLU|IND|NOM//conj//46 och//KN//cc//52 gas//NN|UTR|SIN|IND|NOM//conj//50 ,//MID//punct//55 samt//KN//cc//55 värme//NN|UTR|SIN|IND|NOM//conj//50 ,//MID//punct//57 kyla//NN|UTR|SIN|IND|NOM//conj//55 och//KN//cc//60 elektrisk//JJ|POS|UTR|SIN|IND|NOM//amod//60 kraft//NN|UTR|SIN|IND|NOM//conj//55 .//MAD//punct//46
Vissa EG-relaterade frågor ;Med//PP//case//63 tjänst//NN|UTR|SIN|IND|NOM//obl//64 förstås//VB|PRS|SFO//conj//46 allt//DT|NEU|SIN|IND/DEF//det//66 annat//JJ|POS|NEU|SIN|IND|NOM//conj//46 som//HP|-|-|-//nsubj:pass//69 kan//VB|PRS|AKT//aux//69 tillhandahållas//VB|INF|SFO//acl:relcl//66 i//PP//case//72 yrkesmässig//JJ|POS|UTR|SIN|IND|NOM//amod//72 verksamhet//NN|UTR|SIN|IND|NOM//obl//69 .//MAD//punct//46
Vissa EG-relaterade frågor ;Om//PP//mark//82 t.ex.//AB|AN//advmod//76 böcker//NN|UTR|PLU|IND|NOM//nsubj:pass//82 ,//MID//punct//78 tidningar//NN|UTR|PLU|IND|NOM//conj//76 eller//KN//cc//81 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//81 varor//NN|UTR|PLU|IND|NOM//conj//76 överförs//VB|PRS|SFO//acl//46 på//PP//case//85 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//85 väg//NN|UTR|SIN|IND|NOM//obl//82 ,//MID//punct//85 t.ex.//AB|AN//advmod//89 via//PP//case//89 Internet//NN|NEU|SIN|DEF|NOM//obl//90 anses//VB|PRS|SFO//parataxis//6 tillhandahållandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//90 utgöra//VB|INF|AKT//xcomp//90 omsättning//NN|UTR|SIN|IND|NOM//obj//92 av//PP//case//96 en//DT|UTR|SIN|IND//det//96 tjänst//NN|UTR|SIN|IND|NOM//nmod//93 .//MAD//punct//90
Vissa EG-relaterade frågor ;I//PP//case//101 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//100 proposition//NN|UTR|SIN|IND|NOM//nmod//101 Mervärdesskatteregler//PM|NOM//obl//90 för//PP//case//104 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//104 handel//NN|UTR|SIN|IND|NOM//nmod//101 samt//KN//cc//107 för//PP//case//107 radio-//NN|UTR|-|-|SMS//conj//101 och//KN//cc//110  //_SP////108 TV-sändningar//NN|UTR|PLU|IND|NOM//conj//107
Vissa EG-relaterade frågor ;(//PAD//punct//1 prop//NN|UTR|SIN|IND|NOM//nsubj:pass//5 .//MID//punct//1
Vissa EG-relaterade frågor ;2002/03:77//RG|NOM//conj//1 )//PAD//punct//5 uttalas//VB|PRS|SFO//ROOT//5 att//SN//mark//25 exempelvis//AB//advmod//8 webbplatser//NN|UTR|PLU|IND|NOM//nsubj:pass//25 ,//MID//punct//10 programvara//NN|UTR|SIN|IND|NOM//conj//8 ,//MID//punct//12 bilder//NN|UTR|PLU|IND|NOM//conj//8 ,//MID//punct//14 databaser//NN|UTR|PLU|IND|NOM//conj//8 ,//MID//punct//16 film//NN|UTR|SIN|IND|NOM//conj//8 och//KN//cc//18 musik//NN|UTR|SIN|IND|NOM//conj//8 som//HP|-|-|-//nsubj:pass//20 tillhandahålls//VB|PRS|SFO//acl:relcl//8 på//PP//case//23 elektronisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 väg//NN|UTR|SIN|IND|NOM//obl//20 skall//VB|PRS|AKT//aux//25 anses//VB|INF|SFO//ccomp//5 som//KN//mark//27 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//25 av//PP//case//29 tjänster//NN|UTR|PLU|IND|NOM//obl//27 .//MAD//punct//5
Vissa EG-relaterade frågor ;Regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//32 proposition//NN|UTR|SIN|IND|NOM//nsubj//34 är//VB|PRS|AKT//cop//34 föranledd//PC|PRF|UTR|SIN|IND|NOM//conj//5 av//PP//case//37 de//DT|UTR/NEU|PLU|DEF//det//37 beslut//NN|NEU|PLU|IND|NOM//obl//34 som//KN//case//39 EU//PM|NOM//nmod//37 ://MID//punct//39 s//JJ|AN//nummod//42 ministerråd//NN|NEU|SIN|IND|NOM//nsubj//43 fattade//VB|PRT|AKT//acl:relcl//37 i//PP//case//45 maj//NN|UTR|SIN|IND|NOM//obl//43 2002//RG|NOM//nummod//45 om//PP//case//48 ändringar//NN|UTR|PLU|IND|NOM//obl//43 i//PP//case//51 sjätte//RO|NOM//amod//51 mervärdesskattedirektivet//NN|NEU|SIN|DEF|NOM//nmod//48 (//PAD//punct//51 2002/38//RG|NOM//appos//51 ///MID//cc//55 EG//PM|NOM//conj//53 )//PAD//punct//43 och//KN//cc//59 i//PP//case//59 förordningen//NN|UTR|SIN|DEF|NOM//conj//43 (//PAD//punct//59 EEG//PM|NOM//appos//59 )//PAD//punct//59 218/92//RG|NOM//case//66 om//PP//case//66 administrativt//JJ|POS|NEU|SIN|IND|NOM//amod//66 samarbete//NN|NEU|SIN|IND|NOM//obl//43 inom//PP//case//68 mervärdesskatteområdet//NN|NEU|SIN|DEF|NOM//nmod//66 (//PAD//punct//43 rådets//NN|NEU|SIN|DEF|GEN//nmod:poss//71 förordning//NN|UTR|SIN|IND|NOM//nmod//73 [//PAD//nmod//73 EG//PM|NOM//conj//43 ]//PAD//punct//5
Vissa EG-relaterade frågor ;792/2002//RG|NOM//ROOT//0 )//PAD//punct//0 .//MAD//punct//0
Vissa EG-relaterade frågor ;De//DT|UTR/NEU|PLU|DEF//det//5 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//5 reglerna//NN|UTR|PLU|DEF|NOM//nsubj//7 har//VB|PRS|AKT//aux//7 trätt//VB|SUP|AKT//parataxis//0 i//PP//advmod//7 kraft//NN|UTR|SIN|IND|NOM//fixed//8 den//DT|UTR|SIN|DEF//det//12 1//RO|NOM//nummod//12 juli//NN|UTR|SIN|IND|NOM//nmod//14 2003(SFS//RG|NOM//nummod//14 2003:220//RG|NOM//obl//7 )//PAD//punct//7 .//MAD//punct//0
Vissa EG-relaterade frågor ;Skatterättsnämnden//NN|UTR|SIN|DEF|NOM//nsubj//1 har//VB|PRS|AKT//aux//8 i//PP//case//6 förhandsbesked//NN|NEU|SIN|IND|NOM//fixed//2 den//DT|UTR|SIN|DEF//det//6 27//RG|NOM//nummod//6 februari//NN|UTR|SIN|IND|NOM//obl//8 2003//RG|NOM//nummod//6 bedömt//VB|SUP|AKT//ROOT//8 frågan//NN|UTR|SIN|DEF|NOM//obj//8 om//PP//case//14 en//DT|UTR|SIN|IND//det//13 ett//DT|NEU|SIN|IND//det//13 bolags//NN|NEU|SIN|IND|GEN//nmod:poss//14 verksamhet//NN|UTR|SIN|IND|NOM//nmod//9 ,//MID//punct//14 som//HP|-|-|-//nsubj//17 bestod//VB|PRT|AKT//acl:relcl//14 i//PP//mark//20 att//IE//mark//20 driva//VB|INF|AKT//advcl//17 restaurangverksamhet//NN|UTR|SIN|IND|NOM//obj//20 i//PP//case//25 form//NN|UTR|SIN|IND|NOM//fixed//22 av//PP//fixed//22 personalservering//NN|UTR|SIN|IND|NOM//obl//20 i//PP//case//29 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//29 uppdragsgivares//NN|UTR|PLU|IND|GEN//amod//29 lokaler//NN|UTR|PLU|IND|NOM//nmod//25 skulle//VB|PRT|AKT//aux//31 anses//VB|INF|SFO//conj//17 utgöra//VB|INF|AKT//xcomp//31 leverans//NN|UTR|SIN|IND|NOM//obj//32 av//PP//case//35 vara//NN|UTR|SIN|IND|NOM//nmod//33 (//PAD//punct//37 livsmedel//NN|NEU|SIN|IND|NOM//appos//35 ,//MID//punct//40 12//RG|NOM//nummod//40 procent//NN|UTR|PLU|IND|NOM//conj//37 )//PAD//punct//37 eller//KN//cc//43 utgöra//VB|INF|AKT//conj//35 tillhandahållande//NN|NEU|SIN|IND|NOM//obj//43 av//PP//case//47 en//DT|UTR|SIN|IND//det//47 tjänst//NN|UTR|SIN|IND|NOM//nmod//44 (//PAD//punct//49 restaurangtjänst//NN|UTR|SIN|IND|NOM//appos//35 ,//MID//punct//49 25//RG|NOM//nummod//52 procent//NN|UTR|PLU|IND|NOM//conj//49 )//PAD//punct//49 .//MAD//punct//56
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//56 verksamhet//NN|UTR|SIN|IND|NOM//nsubj//60 som//HP|-|-|-//obj//59 ansökningen//NN|UTR|SIN|DEF|NOM//nsubj//59 avsåg//VB|PRT|AKT//acl:relcl//56 bestod//VB|PRT|AKT//advcl//8 i//PP//mark//64 att//SN//mark//64 bolaget//NN|NEU|SIN|DEF|NOM//nsubj//64 tillagade//VB|PRT|AKT//advcl//60 lunchmat//NN|UTR|SIN|IND|NOM//obj//64 i//PP//case//68 uppdragsgivarens//NN|UTR|SIN|DEF|GEN//nmod:poss//68 kök//NN|NEU|SIN|IND|NOM//obl//64 och//KN//cc//70 ställde//VB|PRT|AKT//conj//64 ut//PL//compound:prt//70 kantiner//NN|UTR|PLU|IND|NOM//obj//70 med//PP//case//74 maten//NN|UTR|SIN|DEF|NOM//obl//70 på//PP//case//77 särskilda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//77 serveringsbord//NN|NEU|PLU|IND|NOM//nmod//74 .//MAD//punct//8
Vissa EG-relaterade frågor ;Bolagets//NN|NEU|SIN|DEF|GEN//nmod:poss//80 personal//NN|UTR|SIN|IND|NOM//nsubj//81 tog//VB|PRT|AKT//parataxis//8 emot//PL//compound:prt//81 betalning//NN|UTR|SIN|IND|NOM//obj//81 och//KN//cc//85 svarade//VB|PRT|AKT//conj//81 för//PP//case//87 diskningen//NN|UTR|SIN|DEF|NOM//obl//85 .//MAD//punct//8
Vissa EG-relaterade frågor ;Skatterättsnämnden//NN|UTR|SIN|DEF|NOM//nsubj//90 menade//VB|PRT|AKT//parataxis//8 att//SN//mark//98 den//PN|UTR|SIN|DEF|SUB/OBJ//det//96 i//PP//case//94 målet//NN|NEU|SIN|DEF|NOM//obl//95 aktuella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//96 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//98 var//VB|PRT|AKT//cop//98 förenad//PC|PRF|UTR|SIN|IND|NOM//ccomp//90 med//PP//case//100 tjänster//NN|UTR|PLU|IND|NOM//obl//98 som//HP|-|-|-//nsubj//102 hade//VB|PRT|AKT//acl:relcl//100 till//PP//case//104 ändamål//NN|NEU|SIN|IND|NOM//obl//102 att//IE//mark//106 möjliggöra//VB|INF|AKT//acl//104 en//DT|UTR|SIN|IND//det//109 omedelbar//JJ|POS|UTR|SIN|IND|NOM//amod//109 konsumtion//NN|UTR|SIN|IND|NOM//obj//106 på//PP//case//113 därför//AB//advmod//112 avsedd//PC|PRF|UTR|SIN|IND|NOM//amod//113 plats//NN|UTR|SIN|IND|NOM//obl//106 .//MAD//punct//90
Vissa EG-relaterade frågor ;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//119 var//VB|PRT|AKT//cop//119 således//AB//advmod//119 inte//AB//advmod//119 fråga//NN|UTR|SIN|IND|NOM//parataxis//90 om//PP//case//121 mat//NN|UTR|SIN|IND|NOM//obl//119 för//PP//case//123 avhämtning//NN|UTR|SIN|IND|NOM//nmod//121 .//MAD//punct//126
Vissa EG-relaterade frågor ;Nämnden//NN|UTR|SIN|DEF|NOM//nsubj//126 fastslog//VB|PRT|AKT//conj//119 därför//AB//mark//132 att//SN//fixed//127 verksamheten//NN|UTR|SIN|DEF|NOM//nsubj//132 var//VB|PRT|AKT//cop//132 att//IE//mark//132 hänföra//VB|INF|AKT//advcl//126 till//PP//case//134 lunchrestaurangverksamhet//NN|UTR|SIN|IND|NOM//obl//132 och//KN//cc//139 att//SN//mark//139 moms//NN|UTR|SIN|IND|NOM//nsubj:pass//139 skulle//VB|PRT|AKT//aux//139 tas//VB|INF|SFO//conj//132 ut//PL//compound:prt//139 med//PP//case//143 25//RG|NOM//nummod//143 procent//NN|UTR|PLU|IND|NOM//obl//139 av//PP//case//145 beskattningsunderlaget//NN|NEU|SIN|DEF|NOM//nmod//143 .//MAD//punct//119
Vissa EG-relaterade frågor ;Se//VB|IMP|AKT//parataxis//119 även//AB//advmod//147 liknande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//150 fråga//NN|UTR|SIN|IND|NOM//obj//147 i//PP//case//153 Skatterättsnämndens//NN|UTR|SIN|DEF|GEN//nmod:poss//153 förhandsbesked//NN|NEU|SIN|IND|NOM//obl//147 den//DT|UTR|SIN|DEF//det//156 8//RO|NOM//nummod//156 oktober//NN|UTR|SIN|IND|NOM//obl//147 2003//RG|NOM//nummod//156 .//MAD//punct//119
Vissa EG-relaterade frågor ;Ett//DT|NEU|SIN|IND//det//1 rättsfall//NN|NEU|SIN|IND|NOM//nmod//20 från//PP//case//3 Regeringsrätten//NN|UTR|SIN|DEF|NOM//nmod//1 som//HP|-|-|-//nsubj//6 även//AB//advmod//6 har//VB|PRS|AKT//acl:relcl//3 samband//NN|NEU|SIN|IND|NOM//obj//6 med//PP//case//10 tidigare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//10 avsnitt//NN|NEU|PLU|IND|NOM//obl//6 om//PP//case//12 tillämpning//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//15 delningsrespektive//AB//nmod:poss//15 huvudsaklighetsprincipen//NN|UTR|SIN|DEF|NOM//nmod//12 är//VB|PRS|AKT//cop//20 RÅ//PM|NOM//nmod//20 1986//RG|NOM//nummod//19 ref//NN|AN//nmod//20 178//RG|NOM//discourse//25 .//MAD//punct//20
Vissa EG-relaterade frågor ;I//PP//case//23 målet//NN|NEU|SIN|DEF|NOM//obl//24 uttalade//VB|PRT|AKT//amod//25 Regeringsrätten//NN|UTR|SIN|DEF|NOM//nsubj//48 att//SN//mark//27 tillhandahållande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl//25 av//PP//case//30 ett//DT|NEU|SIN|IND//det//30 exemplar//NN|NEU|SIN|IND|NOM//obl//27 av//PP//case//33 en//DT|UTR|SIN|IND//det//33 film//NN|UTR|SIN|IND|NOM//nmod//30 (//PAD//punct//33 en//DT|UTR|SIN|IND//det//36 kopia//NN|UTR|SIN|IND|NOM//appos//33 )//PAD//punct//36 i//PP//case//41 samband//NN|NEU|SIN|IND|NOM//fixed//38 med//PP//fixed//38 upplåtelse//NN|UTR|SIN|IND|NOM//obl//27 av//PP//case//43 visningsrätten//NN|UTR|SIN|DEF|NOM//nmod//41 till//PP//case//46 en//DT|UTR|SIN|IND//det//46 spelfilm//NN|UTR|SIN|IND|NOM//nmod//41 är//VB|PRS|AKT//cop//48 accessorisk//JJ|POS|UTR|SIN|IND|NOM//ROOT//48 till//PP//case//50 upplåtelsen//NN|UTR|SIN|DEF|NOM//obl//48 av//PP//case//52 visningsrätten//NN|UTR|SIN|DEF|NOM//nmod//50 .//MAD//punct//48
Vissa EG-relaterade frågor ;Den//DT|UTR|SIN|DEF//det//55 ersättning//NN|UTR|SIN|IND|NOM//nsubj:pass//60 som//HP|-|-|-//nsubj:pass//57 betalades//VB|PRT|SFO//acl:relcl//55 skulle//VB|PRT|AKT//aux//60 inte//AB//advmod//60 delas//VB|INF|SFO//parataxis//48 upp//PL//compound:prt//60 utan//KN//cc//65 skulle//VB|PRT|AKT//aux//65 helt//AB|POS//advmod//65 hänföras//VB|INF|SFO//conj//60 till//PP//case//69 den//DT|UTR|SIN|DEF//det//69 immateriella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//69 upplåtelsen//NN|UTR|SIN|DEF|NOM//obl//65 .//MAD//punct//77
Vissa EG-relaterade frågor ;I//PP//case//73 detta//DT|NEU|SIN|DEF//det//73 fall//NN|NEU|SIN|IND|NOM//obl//77 var//VB|PRT|AKT//cop//77 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//77 således//AB//advmod//77 fråga//NN|UTR|SIN|IND|NOM//conj//48 om//PP//case//80 en//DT|UTR|SIN|IND//det//80 omsättning//NN|UTR|SIN|IND|NOM//obl//77 av//PP//case//83 en//DT|UTR|SIN|IND//det//83 tjänst//NN|UTR|SIN|IND|NOM//nmod//80 .//MAD//punct//48
