6 Beskattningsregler och skattekontroll ;Innehållet//NN|NEU|SIN|DEF|NOM//nsubj//4 i//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 kapitel//NN|NEU|SIN|IND|NOM//nmod//0 bygger//VB|PRS|AKT//ROOT//4 i//PP//case//7 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//7 delar//NN|UTR|PLU|IND|NOM//obl//4 på//PP//case//10 Riksskatteverkets//PM|GEN//nmod:poss//10 Handledning//NN|UTR|SIN|IND|NOM//nmod//7 för//PP//case//12 punktskatter//NN|UTR|PLU|IND|NOM//nmod//10 1997//RG|NOM//nummod//12 .//MAD//punct//4
15 Ekonomiska konsekvenser m.m.;Stabsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//79 kommer//VB|PRS|AKT//parataxis//10 genom//PP//case//82 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//82 experter//NN|UTR|PLU|IND|NOM//obl//79 att//IE//mark//84 ha//VB|INF|AKT//advcl//79 att//IE//mark//86 ta//VB|INF|AKT//xcomp//84 ställning//NN|UTR|SIN|IND|NOM//obj//86 till//PP//case//90 bl.a.//AB|AN//advmod//90 lämpligheten//NN|UTR|SIN|DEF|NOM//obl//86 vad//HA//nsubj//92 gäller//VB|PRS|AKT//advcl//79 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//94 slag//NN|NEU|PLU|IND|NOM//obj//92 av//PP//case//96 denatureringar//NN|UTR|PLU|IND|NOM//nmod//94 .//MID//punct//10
15 Ekonomiska konsekvenser m.m.;För//PP//case//100 dessa//DT|UTR/NEU|PLU|DEF//det//100 uppgifter//NN|UTR|PLU|IND|NOM//obl//103 måste//VB|PRS|AKT//aux//103 Stabsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//103 ha//VB|INF|AKT//parataxis//10 tillgång//NN|UTR|SIN|IND|NOM//obj//103 till//PP//case//106 laboratorieresurser//NN|UTR|PLU|IND|NOM//obl//103 .//MAD//punct//103
15 Ekonomiska konsekvenser m.m.;Enligt//PP//case//109 utredningen//NN|UTR|SIN|DEF|NOM//obl//114 bör//VB|PRS|AKT//aux//114 myndigheten//NN|UTR|SIN|DEF|NOM//nsubj//114 härvid//AB//advmod//114 kunna//VB|INF|AKT//aux//114 anlita//VB|INF|AKT//conj//10 tjänster//NN|UTR|PLU|IND|NOM//obj//114 hos//PP//case//119 redan//AB//advmod//118 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//119 laboratorier//NN|NEU|PLU|IND|NOM//nmod//115 ,//MID//punct//115 hos//PP//case//123 t.ex.//AB|AN//advmod//123 Tullverket//PM|NOM//obl//114 eller//KN//cc//125 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//conj//123 .//MID//punct//114
15 Ekonomiska konsekvenser m.m.;Enligt//PP//case//128 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//obl//132 kan//VB|PRS|AKT//aux//132 kostnaderna//NN|UTR|PLU|DEF|NOM//nsubj//132 för//PP//case//132 anlitande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advcl//114 av//PP//case//135 sådana//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//135 tjänster//NN|UTR|PLU|IND|NOM//nmod//132 uppskattas//VB|PRS|SFO//conj//132 till//PP//case//141 mellan//PP//case//141 ca//AB|AN//advmod//140 0,5//RG|NOM//nummod//141 miljoner//NN|UTR|PLU|IND|NOM//obl//136 och//KN//cc//146 ca//AB|AN//advmod//144 2//RG|NOM//nummod//145 miljoner//NN|UTR|PLU|IND|NOM//nmod//146 kr//NN|AN//conj//141 sammanlagt//AB//advmod//149 för//PP//case//149 Stabsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//136 och//KN//cc//151 Riksskatteverket//NN|NEU|SIN|DEF|NOM//conj//149 .//MID//punct//10
15 Ekonomiska konsekvenser m.m.;Hur//HA//advmod//154 mycket//JJ|POS|NEU|SIN|IND|NOM//advmod//155 laboratorieresurser//NN|UTR|PLU|IND|NOM//nsubj//167 som//HP|-|-|-//obj//160 de//DT|UTR/NEU|PLU|DEF//det//159 olika//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//159 myndigheterna//NN|UTR|PLU|DEF|NOM//nsubj//160 var//PN|UTR|SIN|IND|SUB/OBJ//acl//155 för//PP//case//162 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//obl//160 kan//VB|PRS|AKT//aux//167 komma//VB|INF|AKT//aux//167 att//IE//mark//166 behöva//VB|INF|AKT//aux//167 ta//VB|INF|AKT//parataxis//10 i//PP//case//169 anspråk//NN|NEU|SIN|IND|NOM//obl//167 ,//MID//punct//167 har//VB|PRS|AKT//conj//10 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//171 inte//AB//advmod//171 underlag//NN|NEU|SIN|IND|NOM//obj//171 för//PP//mark//177 att//IE//mark//177 bedöma//VB|INF|AKT//advcl//171 .//MAD//punct//10
15 Ekonomiska konsekvenser m.m.;Beträffande//PP//case//2 de//DT|UTR/NEU|PLU|DEF//det//2 uppgifter//NN|UTR|PLU|IND|NOM//nsubj:pass//22 på//PP//case//4 verksamhetsområdena//NN|NEU|PLU|DEF|NOM//nmod//2 i//PP//case//8 fråga//NN|UTR|SIN|IND|NOM//fixed//5 hos//PP//case//8 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//nmod//4 och//KN//cc//10 Alkoholinspektionen//NN|UTR|SIN|DEF|NOM//conj//8 som//HP|-|-|-//nsubj:pass//18 inte//AB//advmod//18 redan//AB//advmod//16 genom//PP//case//16 regeringens//NN|UTR|SIN|DEF|GEN//nmod:poss//16 beslut//NN|NEU|SIN|IND|NOM//obl//18 skall//VB|PRS|AKT//aux//18 läggas//VB|INF|SFO//acl:relcl//10 på//PP//case//20 Stabsmyndigheten//NN|UTR|SIN|DEF|NOM//obl//18 kan//VB|PRS|AKT//aux//22 beaktas//VB|INF|SFO//ROOT//22 följande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//22 .//MAD//punct//22
15 Ekonomiska konsekvenser m.m.;Vad//HP|NEU|SIN|IND//obl//1 gäller//VB|PRS|AKT//csubj//5 den//DT|UTR|SIN|DEF//det//4 tekniska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//4 spriten//NN|UTR|SIN|DEF|NOM//nsubj//1 kommer//VB|PRS|AKT//ROOT//5 med//PP//case//8 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//8 förslag//NN|NEU|SIN|IND|NOM//obl//5 att//IE//mark//10 ligga//VB|INF|AKT//acl//8 på//PP//case//12 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obl//10 ,//MID//punct//15 och//KN//cc//15 Tullverket//PM|NOM//nsubj:pass//26 ,//MID//punct//15 att//IE//mark//18 utöva//VB|INF|AKT//acl//15 kontroll//NN|UTR|SIN|IND|NOM//obj//18 och//KN//cc//21 tillsyn//NN|UTR|SIN|IND|NOM//conj//19 .//MAD//punct//15
15 Ekonomiska konsekvenser m.m.;Enligt//PP//case//24 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//obl//26 kan//VB|PRS|AKT//aux//26 uppskattas//VB|INF|SFO//advcl//5 att//SN//mark//48 drygt//AB|POS//advmod//29 hälften//NN|UTR|SIN|DEF|NOM//nsubj//48 av//PP//case//32 de//DT|UTR/NEU|PLU|DEF//det//32 företag//NN|NEU|PLU|IND|NOM//nmod//29 ,//MID//punct//34 skolor//NN|UTR|PLU|IND|NOM//conj//29 m.m.//AB|AN//conj//29 som//HP|-|-|-//nsubj//39 i//PP//advmod//39 dag//NN|UTR|SIN|IND|NOM//fixed//37 har//VB|PRS|AKT//acl:relcl//29 behov//NN|NEU|SIN|IND|NOM//obj//39 av//PP//case//45 (//PAD//punct//43 endast//AB//advmod//45 )//PAD//punct//43 inköpstillstånd//NN|NEU|SIN|IND|NOM//nmod//40 kommer//VB|PRS|AKT//aux//48 att//IE//mark//48 behöva//VB|INF|AKT//ccomp//26 särskilt//PC|PRF|NEU|SIN|IND|NOM//advmod//50 förhandsbeslut//NN|NEU|SIN|IND|NOM//xcomp//48 (//PAD//punct//5 ”//PAD//punct//53 medgivande//NN|NEU|SIN|IND|NOM//parataxis//5 ”//PAD//punct//53 )//PAD//punct//53 inför//PP//case//58 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//58 inköp//NN|NEU|PLU|IND|NOM//obl//5 i//PP//case//60 fortsättningen//NN|UTR|SIN|DEF|NOM//nmod//58 .//MAD//punct//5
15 Ekonomiska konsekvenser m.m.;Med//PP//case//65 de//DT|UTR/NEU|PLU|DEF//det//65 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//65 reglerna//NN|UTR|PLU|DEF|NOM//obl//71 kan//VB|PRS|AKT//aux//71 antalet//NN|NEU|SIN|DEF|NOM//nsubj:pass//71 ärenden//NN|NEU|PLU|IND|NOM//nsubj:pass//71 enligt//PP//case//70 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//nmod//68 uppskattas//VB|PRS|SFO//advcl//5 till//PP//case//75 ca//AB|AN//advmod//74 1//RG|NOM//nummod//75 500//RG|NOM//obl//71 per//PP//case//77 år//NN|NEU|SIN|IND|NOM//nmod//75 .//MAD//punct//5
15 Ekonomiska konsekvenser m.m.;Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//2 har//VB|PRS|AKT//aux//2 gjort//VB|SUP|AKT//ROOT//2 en//DT|UTR|SIN|IND//det//4 uppskattning//NN|UTR|SIN|IND|NOM//obj//2 av//PP//case//6 behovet//NN|NEU|SIN|DEF|NOM//nmod//4 av//PP//case//8 resurser//NN|UTR|PLU|IND|NOM//nmod//6 för//PP//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 arbetsuppgifter//NN|UTR|PLU|IND|NOM//nmod//4 som//HP|-|-|-//obl//17 verket//NN|NEU|SIN|DEF|NOM//nsubj:pass//17 kan//VB|PRS|AKT//aux//17 komma//VB|INF|AKT//aux//17 att//IE//mark//17 åläggas//VB|INF|SFO//acl:relcl//11 genom//PP//case//20 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//20 förslag//NN|NEU|SIN|IND|NOM//obl//17 om//PP//case//23 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//23 sprit//NN|UTR|SIN|IND|NOM//nmod//20 .//MID//punct//2
15 Ekonomiska konsekvenser m.m.;Det//DT|NEU|SIN|DEF//det//27 tillkommande//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//27 resursbehovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//28 uppskattas//VB|PRS|SFO//parataxis//2 till//PP//case//31 5–6//RG|NOM//amod//31 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//28 .//MAD//punct//2
15 Ekonomiska konsekvenser m.m.;Av//PP//case//37 dessa//PN|UTR/NEU|PLU|DEF|SUB/OBJ//det//37 uppskattas//VB|PRS|SFO//amod//37 3–3,5//RG|NOM//nummod//37 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//38 behövas//VB|INF|SFO//parataxis//2 för//PP//case//40 handläggning//NN|UTR|SIN|IND|NOM//obl//38 av//PP//case//42 förhandsmedgivanden//NN|UTR|SIN|DEF|NOM//nmod//40 .//MAD//punct//38
15 Ekonomiska konsekvenser m.m.;Av//PP//case//47 sistnämnda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//46 antal//NN|NEU|SIN|IND|NOM//nmod//47 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//49 ,//MID//punct//47 bedöms//VB|PRS|SFO//conj//2 att//SN//mark//53 1//RG|NOM//nsubj//53 bör//VB|PRS|AKT//aux//53 ha//VB|INF|AKT//ccomp//49 specialkompetens//NN|UTR|SIN|IND|NOM//obj//53 med//PP//case//56 kemiinriktning//NN|UTR|SIN|IND|NOM//obl//53 .//MAD//punct//49
15 Ekonomiska konsekvenser m.m.;1,5–2//RG|NOM//nummod//59 årsarbetskrafter//NN|UTR|PLU|IND|NOM//appos//49 (//PAD//punct//59 varav//HA//advmod//63 minst//AB|SUV//advmod//63 1//RG|NOM//appos//59 med//PP//case//66 kemisk-teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//66 kompetens//NN|UTR|SIN|IND|NOM//nmod//63 )//PAD//punct//59 bedöms//VB|PRS|SFO//conj//49 behövas//VB|INF|SFO//xcomp//68 för//PP//case//71 tillsyn//NN|UTR|SIN|IND|NOM//obl//69 över//PP//case//74 de//DT|UTR/NEU|PLU|DEF//det//74 företag//NN|NEU|PLU|IND|NOM//obl//69 som//HP|-|-|-//nsubj//76 hanterar//VB|PRS|AKT//acl:relcl//74 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//78 sprit//NN|UTR|SIN|IND|NOM//obj//76 .//MAD//punct//2
15 Ekonomiska konsekvenser m.m.;Härutöver//NN|UTR|PLU|IND|NOM//nsubj:pass//1 behövs//VB|PRS|SFO//ROOT//1 enligt//PP//case//3 Riksskatteverket//NN|NEU|SIN|DEF|NOM//obl//1 i//PP//advmod//1 och//KN//fixed//4 för//PP//fixed//4 sig//PN|UTR/NEU|SIN/PLU|DEF|OBJ//fixed//4 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//9 2//RG|NOM//nummod//10 årsarbetskrafter//NN|UTR|PLU|IND|NOM//nsubj:pass//1 för//PP//case//12 kontroll//NN|UTR|SIN|IND|NOM//nmod//10 av//PP//case//15 inkommande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//15 båttransporter//NN|UTR|PLU|IND|NOM//nmod//12 och//KN//cc//17 leveranser//NN|UTR|PLU|IND|NOM//conj//15 till//PP//case//19 kunder//NN|UTR|PLU|IND|NOM//nmod//17 (//PAD//punct//10 kontroll//NN|UTR|SIN|IND|NOM//appos//10 av//PP//case//23 alkoholhalt//NN|UTR|SIN|IND|NOM//nmod//21 ,//MID//punct//25 mängd//NN|UTR|SIN|IND|NOM//conj//23 ,//MID//punct//27 denatureringar//NN|UTR|PLU|IND|NOM//conj//21 m.m.//AB|AN//conj//21 )//PAD//punct//10 .//MAD//punct//1
15 Ekonomiska konsekvenser m.m.;De//DT|UTR/NEU|PLU|DEF//det//32 kontroller//NN|UTR|PLU|IND|NOM//nsubj//45 som//HP|-|-|-//nsubj:pass//34 utförs//VB|PRS|SFO//acl:relcl//32 av//PP//case//36 externa//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//obl:agent//34 ,//MID//punct//42 av//PP//case//41 de//DT|UTR/NEU|PLU|DEF//det//41 handlande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//41 företagen//NN|NEU|PLU|DEF|NOM//nsubj//42 betalda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//conj//32 ,//MID//punct//44 kontrollbolag//NN|NEU|PLU|IND|NOM//conj//32 medför//VB|PRS|AKT//parataxis//1 dock//AB//advmod//45 troligen//AB//advmod//45 att//SN//mark//53 något//DT|NEU|SIN|IND//det//51 ytterligare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//51 resurstillskott//NN|NEU|SIN|IND|NOM//nsubj:pass//53 inte//AB//advmod//53 behövs//VB|PRS|SFO//ccomp//45 för//PP//case//56 dessa//DT|UTR/NEU|PLU|DEF//det//56 ändamål//NN|NEU|PLU|IND|NOM//obl//53 .//MAD//punct//1
15 Ekonomiska konsekvenser m.m.;Vad//HP|NEU|SIN|IND//nsubj//1 gäller//VB|PRS|AKT//ROOT//1 laboratorieresurser//NN|UTR|PLU|IND|NOM//obj//1 ,//MID//punct//4 finns//VB|PRS|SFO//conj//1 enligt//PP//case//7 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nmod:poss//7 behov//NN|NEU|SIN|IND|NOM//obl//4 av//PP//mark//10 att//IE//mark//10 få//VB|INF|AKT//acl//7 tillgång//NN|UTR|SIN|IND|NOM//obj//10 till//PP//case//13 laboratorier//NN|NEU|PLU|IND|NOM//obl//10 vars//HS|DEF//nmod:poss//15 resultat//NN|NEU|PLU|IND|NOM//nsubj:pass//20 av//PP//case//17 analyser//NN|UTR|PLU|IND|NOM//nmod//15 inte//AB//advmod//20 kan//VB|PRS|AKT//aux//20 ifrågasättas//VB|INF|SFO//advcl//4 .//MAD//punct//24
15 Ekonomiska konsekvenser m.m.;Behovet//NN|NEU|SIN|DEF|NOM//nsubj:pass//24 kan//VB|PRS|AKT//aux//24 tillgodoses//VB|INF|SFO//ccomp//20 antingen//KN//cc//27 genom//PP//case//27 upprättande//NN|NEU|SIN|IND|NOM//conj//24 av//PP//case//31 ett//DT|NEU|SIN|IND//det//31 eget//JJ|POS|NEU|SIN|IND/DEF|NOM//amod//31 laboratorium//NN|NEU|SIN|IND|NOM//nmod//27 eller//KN//cc//36 genom//PP//mark//36 att//SN//mark//36 verket//NN|NEU|SIN|DEF|NOM//nsubj//36 får//VB|PRS|AKT//conj//24 tillgång//NN|UTR|SIN|IND|NOM//obj//36 till//PP//case//41 redan//AB//advmod//40 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 laboratorier//NN|NEU|PLU|IND|NOM//nmod//37 ,//MID//punct//41 t.ex.//AB|AN//advmod//45 hos//PP//case//45 Tullverket//PM|NOM//nmod//41 eller//KN//cc//47 Läkemedelverket//NN|NEU|SIN|DEF|NOM//conj//45 .//MAD//punct//1
15 Ekonomiska konsekvenser m.m.;Såvitt//SN//advmod//3 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//3 kan//VB|PRS|AKT//aux//3 bedöma//VB|INF|AKT//advcl//13 torde//VB|PRT|AKT//aux//13 behovet//NN|NEU|SIN|DEF|NOM//nsubj//13 av//PP//case//8 ny//JJ|POS|UTR|SIN|IND|NOM//amod//8 arbetskraft//NN|UTR|SIN|IND|NOM//nmod//5 inom//PP//case//10 punktskatteverksamheten//NN|UTR|SIN|DEF|NOM//nmod//5 hos//PP//case//12 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nmod//10 bli//VB|INF|AKT//ROOT//13 mindre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//13 än//KN//mark//18 vad//HP|NEU|SIN|IND//obj//18 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nsubj//18 bedömt//VB|SUP|AKT//advcl//13 .//MAD//punct//13
15 Ekonomiska konsekvenser m.m.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//23 har//VB|PRS|AKT//aux//23 härvid//AB//advmod//23 beaktat//VB|SUP|AKT//parataxis//13 att//SN//mark//32 arbetsuppgifterna//NN|UTR|PLU|DEF|NOM//nsubj:pass//32 hos//PP//case//27 Läkemedelsverket//NN|NEU|SIN|DEF|NOM//nmod//25 på//PP//case//31 tidigare//AB|KOM//advmod//30 redovisat//PC|PRF|NEU|SIN|IND|NOM//amod//31 sätt//NN|NEU|SIN|IND|NOM//nmod//27 beräknats//VB|SUP|SFO//ccomp//23 till//PP//case//35 6//RG|NOM//nummod//35 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obl//32 för//PP//case//37 hanteringen//NN|UTR|SIN|DEF|NOM//nmod//35 av//PP//case//42 inte//AB//advmod//42 bara//AB//advmod//41 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//42 sprit//NN|UTR|SIN|IND|NOM//nmod//37 utan//KN//cc//46 även//AB//advmod//45 alkoholhaltiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//46 preparat//NN|NEU|PLU|IND|NOM//conj//42 .//MAD//punct//23
15 Ekonomiska konsekvenser m.m.;Vidare//AB|KOM//advmod//50 har//VB|PRS|AKT//aux//50 beaktats//VB|SUP|SFO//parataxis//23 att//SN//mark//54 förhandsprövningarna//NN|UTR|PLU|DEF|NOM//nsubj//54 är//VB|PRS|AKT//cop//54 avsedda//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//ccomp//50 att//IE//mark//59 kunna//VB|INF|AKT//aux//59 vara//VB|INF|AKT//cop//59 förhållandevis//AB//advmod//59 enkla//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//xcomp//54 ,//MID//punct//59 bl.a.//AB|AN//advmod//64 genom//PP//case//64 den//DT|UTR|SIN|DEF//det//64 styrning//NN|UTR|SIN|IND|NOM//obl//59 och//KN//cc//67 det//DT|NEU|SIN|DEF//det//67 stöd//NN|NEU|SIN|IND|NOM//conj//64 som//HP|-|-|-//obl//71 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//71 är//VB|PRS|AKT//cop//71 avsett//PC|PRF|NEU|SIN|IND|NOM//acl:relcl//67 att//SN//mark//75 Stabsmyndigheten//NN|UTR|SIN|DEF|NOM//nsubj//75 skall//VB|PRS|AKT//aux//75 utöva//VB|INF|AKT//ccomp//71 på//PP//case//77 området//NN|NEU|SIN|DEF|NOM//obl//75 .//MID//punct//13
15 Ekonomiska konsekvenser m.m.;Dessutom//AB//advmod//92 kommer//VB|PRS|AKT//aux//92 antalet//NN|NEU|SIN|DEF|NOM//nmod//82 ärenden//NN|NEU|PLU|IND|NOM//nsubj:pass//92 för//PP//case//84 prövning//NN|UTR|SIN|IND|NOM//nmod//82 i//PP//mark//92 förhållande//NN|NEU|SIN|IND|NOM//fixed//85 till//PP//fixed//85 i//PP//fixed//85 dag//NN|UTR|SIN|IND|NOM//fixed//85 som//HA//nsubj:pass//92 tidigare//AB|KOM//advmod//92 nämnts//VB|SUP|SFO//parataxis//13 att//IE//mark//94 minska//VB|INF|AKT//xcomp//92 .//MAD//punct//13
15 Ekonomiska konsekvenser m.m.;Enligt//PP//case//97 utredningen//NN|UTR|SIN|DEF|NOM//obl//98 torde//VB|PRT|AKT//advcl//13 ,//MID//punct//100 sammantaget//PC|PRF|NEU|SIN|IND|NOM//conj//98 ,//MID//punct//102 behovet//NN|NEU|SIN|DEF|NOM//nsubj//108 av//PP//case//104 förstärkning//NN|UTR|SIN|IND|NOM//nmod//102 hos//PP//case//106 Riksskatteverket//NN|NEU|SIN|DEF|NOM//nmod//104 kunna//VB|INF|AKT//aux//108 motsvara//VB|INF|AKT//conj//98 ca//AB|AN//advmod//110 4//RG|NOM//nummod//111 årsarbetskrafter//NN|UTR|PLU|IND|NOM//obj//108 .//MAD//punct//13
15 Ekonomiska konsekvenser m.m.;Härvid//AB//advmod//116 har//VB|PRS|AKT//aux//116 utredningen//NN|UTR|SIN|DEF|NOM//nsubj//116 utgått//VB|SUP|AKT//parataxis//13 från//PP//mark//128 att//SN//mark//128 erforderliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//121 laboratoriekontroller//NN|UTR|PLU|IND|NOM//amod//121 o.d.//AB|AN//nsubj//128 i//PP//case//125 samband//NN|NEU|SIN|IND|NOM//fixed//122 med//PP//fixed//122 tillsyn//NN|UTR|SIN|IND|NOM//nmod//121 bör//VB|PRS|AKT//aux//128 kunna//VB|INF|AKT//aux//128 ske//VB|INF|AKT//advcl//116 via//PP//case//132 redan//AB//advmod//132 befintliga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//132 laboratorier//NN|NEU|PLU|IND|NOM//obl//128 .//MAD//punct//13
15 Ekonomiska konsekvenser m.m.;Vad//HP|NEU|SIN|IND//obl//135 gäller//VB|PRS|AKT//parataxis//13 kostnaderna//NN|UTR|PLU|DEF|NOM//obj//135 för//PP//case//138 anlitande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nmod//136 av//PP//case//140 tjänster//NN|UTR|PLU|IND|NOM//nmod//138 hos//PP//case//142 laboratorier//NN|NEU|PLU|IND|NOM//nmod//140 ,//MID//punct//13 hänvisas//VB|PRS|SFO//advcl//13 till//PP//case//146 vad//HP|NEU|SIN|IND//obl//144 som//HP|-|-|-//nsubj:pass//149 tidigare//AB|KOM//advmod//149 anförts//VB|SUP|SFO//acl:relcl//146 beträffande//PP//case//152 dessa//DT|UTR/NEU|PLU|DEF//det//152 kostnader//NN|UTR|PLU|IND|NOM//obl//149 .//MAD//punct//13
15 Ekonomiska konsekvenser m.m.;De//DT|UTR/NEU|PLU|DEF//det//2 ökade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//2 kostnader//NN|UTR|PLU|IND|NOM//nsubj:pass//12 som//HP|-|-|-//nsubj//5 förslagen//NN|NEU|PLU|DEF|NOM//nsubj//5 föranleder//VB|PRS|AKT//acl:relcl//2 för//PP//case//7 statsbudgeten//NN|UTR|SIN|DEF|NOM//obl//5 torde//VB|PRT|AKT//aux//12 till//PP//case//11 stor//JJ|POS|UTR|SIN|IND|NOM//amod//11 del//NN|UTR|SIN|IND|NOM//obl//12 uppvägas//VB|INF|SFO//ROOT//12 av//PP//case//16 de//DT|UTR/NEU|PLU|DEF//det//16 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//16 skatteundandraganden//NN|UTR|SIN|DEF|NOM//obl:agent//12 som//KN//obj//21 den//DT|UTR|SIN|DEF//det//20 utökade//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//20 kontrollen//NN|UTR|SIN|DEF|NOM//nsubj//21 medför//VB|PRS|AKT//acl:relcl//16 .//MAD//punct//12
15 Ekonomiska konsekvenser m.m.;Att//SN//mark//34 redan//AB//advmod//25 enstaka//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//26 fall//NN|NEU|PLU|IND|NOM//obl//34 av//PP//case//29 illegal//JJ|POS|UTR|SIN|IND|NOM//amod//29 hantering//NN|UTR|SIN|IND|NOM//nmod//26 av//PP//case//32 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//32 sprit//NN|UTR|SIN|IND|NOM//nmod//29 kan//VB|PRS|AKT//aux//34 föranleda//VB|INF|AKT//nsubj//39 skatteundandraganden//NN|UTR|SIN|DEF|NOM//obj//34 i//PP//case//37 miljonklass//NN|UTR|SIN|IND|NOM//obl//34 är//VB|PRS|AKT//cop//39 känt//PC|PRF|NEU|SIN|IND|NOM//parataxis//12 .//MAD//punct//12
15 Ekonomiska konsekvenser m.m.;Även//AB//advmod//2 utredningens//NN|UTR|SIN|DEF|GEN//nmod:poss//2 förslag//NN|NEU|SIN|IND|NOM//nsubj//16 att//IE//mark//4 slopa//VB|INF|AKT//acl//2 tillverkningstillstånden//NN|UTR|SIN|DEF|NOM//obj//4 är//VB|PRS|AKT//cop//2 ,//MID//punct//10 liksom//PP//mark//10 vad//HP|NEU|SIN|IND//fixed//8 gäller//VB|PRS|AKT//dep//2 handeln//NN|UTR|SIN|DEF|NOM//obj//10 med//PP//case//14 teknisk//JJ|POS|UTR|SIN|IND|NOM//amod//14 sprit//NN|UTR|SIN|IND|NOM//nmod//11 ,//MID//punct//16 kopplat//PC|PRF|NEU|SIN|IND|NOM//ROOT//16 till//PP//case//20 den//DT|UTR|SIN|DEF//det//20 skatterättsliga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//20 kontroll//NN|UTR|SIN|IND|NOM//obl//16 som//HP|-|-|-//nsubj:pass//25 redan//AB//advmod//25 i//PP//advmod//25 dag//NN|UTR|SIN|IND|NOM//fixed//23 utövas//VB|PRS|SFO//acl:relcl//20 av//PP//case//27 beskattningsmyndigheten//NN|UTR|SIN|DEF|NOM//obl:agent//25 .//MAD//punct//16
