6 Trädgårdsnäringens konkurrenssituation ;Syftet//NN|NEU|SIN|DEF|NOM//nsubj//6 med//PP//case//3 detta//DT|NEU|SIN|DEF//det//3 kapitel//NN|NEU|SIN|IND|NOM//nmod//0 är//VB|PRS|AKT//cop//6 att//IE//mark//6 redovisa//VB|INF|AKT//ROOT//6 den//DT|UTR|SIN|DEF//det//9 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//9 trädgårdsnäringens//NN|UTR|SIN|DEF|GEN//nmod:poss//10 struktur//NN|UTR|SIN|IND|NOM//obj//6 och//KN//cc//12 konkurrenskraft//NN|UTR|SIN|IND|NOM//conj//10 ,//MID//punct//10 i//PP//case//17 förhållande//NN|NEU|SIN|IND|NOM//fixed//14 till//PP//fixed//14 Danmark//PM|NOM//obl//6 och//KN//cc//19 Nederländerna//PM|NOM//conj//17 .//MAD//punct//6
7.6 Utredningens överväganden;Därefter//AB//advmod//29 har//VB|PRS|AKT//aux//29 priserna//NN|NEU|PLU|DEF|NOM//nsubj//29 sjunkit//VB|SUP|AKT//parataxis//5 till//PP//case//32 13–14//RG|NOM//nummod//32 kr//NN|AN//obl//29 ///MID//case//34 kg//NN|AN//nmod//32 andra//RO|NOM//amod//36 halvåret//NN|NEU|SIN|DEF|NOM//conj//29 1997//RG|NOM//nummod//36 .//MAD//punct//5
7.6 Utredningens överväganden;Den//DT|UTR|SIN|DEF//det//41 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//41 köttsektorn//NN|UTR|SIN|DEF|NOM//nsubj:pass//51 –//RG|NOM//punct//43 svinuppfödare//NN|UTR|PLU|IND|NOM//conj//41 ,//MID//punct//45 slakteri-//NN|NEU|-|-|SMS//conj//43 och//KN//cc//47 charkuteriindustri//NN|UTR|PLU|IND|NOM//conj//43 –//RG|NOM//punct//41 måste//VB|PRS|AKT//aux//51 vara//VB|INF|AKT//cop//51 inriktad//PC|PRF|UTR|SIN|IND|NOM//conj//5 på//PP//case//55 en//DT|UTR|SIN|IND//det//55 hård//JJ|POS|UTR|SIN|IND|NOM//amod//55 konkurrens//NN|UTR|SIN|IND|NOM//obl//51 såväl//KN//advmod//60 på//PP//case//60 den//DT|UTR|SIN|DEF//det//60 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//60 marknaden//NN|UTR|SIN|DEF|NOM//nmod//55 som//KN//mark//63 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//63 marknader//NN|UTR|PLU|IND|NOM//nmod//60 .//MAD//punct//5
7.6 Utredningens överväganden;De//DT|UTR/NEU|PLU|DEF//det//2 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 slakterierna//NN|UTR|PLU|DEF|NOM//nsubj//6 är//VB|PRS|AKT//cop//6 flera//JJ|POS|UTR/NEU|PLU|IND|NOM//amod//5 gånger//NN|UTR|PLU|IND|NOM//obl//6 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//ROOT//6 än//KN//case//11 de//DT|UTR/NEU|PLU|DEF//det//11 största//JJ|SUV|UTR/NEU|SIN/PLU|DEF|NOM//amod//11 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//11 slakterierna//NN|UTR|PLU|DEF|NOM//obl//6 .//MAD//punct//6
7.6 Utredningens överväganden;Representanter//NN|UTR|PLU|IND|NOM//nsubj//20 för//PP//case//19 de//DT|UTR/NEU|PLU|DEF//det//19 större//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 modernare//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//19 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//19 slakterierna//NN|UTR|PLU|DEF|NOM//nmod//13 uppger//VB|PRS|AKT//parataxis//6 att//SN//mark//27 de//PN|UTR/NEU|PLU|DEF|SUB//nsubj//27 dock//AB//advmod//27 vid//PP//case//27 en//DT|UTR|SIN|IND//det//27 effektiv//JJ|POS|UTR|SIN|IND|NOM//amod//27 primärproduktion//NN|UTR|SIN|IND|NOM//ccomp//20 ,//MID//punct//31 kommer//VB|PRS|AKT//aux//31 att//IE//mark//31 ha//VB|INF|AKT//advcl//20 ett//DT|NEU|SIN|IND//det//34 tillfredsställande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//34 konkurrensläge//NN|NEU|SIN|IND|NOM//obj//31 i//PP//case//41 förhållande//NN|NEU|SIN|IND|NOM//fixed//35 till//PP//fixed//35 de//DT|UTR/NEU|PLU|DEF//det//41 stora//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//41 slakterierna//NN|UTR|PLU|DEF|NOM//obl//31 ,//MID//punct//31 om//SN//mark//46 kapacitetsutnyttjandet//NN|NEU|SIN|DEF|NOM//nsubj:pass//46 kan//VB|PRS|AKT//aux//46 hållas//VB|INF|SFO//advcl//31 på//PP//case//52 en//DT|UTR|SIN|IND//det//52 hög//JJ|POS|UTR|SIN|IND|NOM//amod//52 och//KN//cc//51 jämn//JJ|POS|UTR|SIN|IND|NOM//conj//49 nivå//NN|UTR|SIN|IND|NOM//obl//46 .//MAD//punct//6
7.6 Utredningens överväganden;Vid//PP//case//1 svinuppfödning//NN|UTR|SIN|IND|NOM//obl//2 åtgår//VB|PRS|AKT//ROOT//2 omkring//PP//advmod//5 4//RG|NOM//nummod//5 kg//NN|AN//nmod//6 spannmål//NN|UTR|SIN|IND|NOM//nsubj//2 för//PP//mark//13 att//IE//mark//13 1//RG|NOM//nummod//10 kg//NN|AN//nmod//11 griskött//NN|NEU|SIN|IND|NOM//nsubj:pass//13 skall//VB|PRS|AKT//aux//13 produceras//VB|INF|SFO//advcl//2 .//MAD//punct//2
7.6 Utredningens överväganden;Den//DT|UTR|SIN|DEF//det//17 svenska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//17 spannmålsproduktionen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 under//PP//case//20 åren//NN|NEU|PLU|DEF|NOM//nmod//20 1996–1997//NN|UTR|PLU|DEF|NOM//nmod//17 beräknas//VB|PRS|SFO//parataxis//2 uppgå//VB|INF|AKT//xcomp//21 till//PP//case//27 ca//AB|AN//advmod//25 6//RG|NOM//nummod//26 miljoner//NN|UTR|PLU|IND|NOM//nmod//27 ton//NN|NEU|PLU|IND|NOM//obl//22 .//MAD//punct//2
7.6 Utredningens överväganden;Av//PP//case//30 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//31 används//VB|PRS|SFO//parataxis//2 ca//AB|AN//advmod//33 3–3,5//RG|NOM//nummod//34 miljoner//NN|UTR|PLU|IND|NOM//nmod//35 ton//NN|NEU|PLU|IND|NOM//nsubj:pass//31 som//KN//mark//37 foder//NN|NEU|SIN|IND|NOM//xcomp//31 till//PP//case//39 uppfödning//NN|UTR|SIN|IND|NOM//obl//31 av//PP//case//42 huvudsakligen//AB//advmod//42 gris//NN|UTR|SIN|IND|NOM//nmod//39 ,//MID//punct//44 nötkreatur//NN|NEU|SIN|IND|NOM//conj//42 och//KN//cc//46 kyckling//NN|UTR|SIN|IND|NOM//conj//42 .//MID//punct//2
7.6 Utredningens överväganden;Drygt//AB|POS//advmod//50 en//DT|UTR|SIN|IND//det//50 miljon//NN|UTR|SIN|IND|NOM//nmod//51 ton//NN|NEU|PLU|IND|NOM//nmod//52 spannmål//NN|UTR|SIN|IND|NOM//obl//2 exporteras//VB|PRS|SFO//conj//2 .//MID//punct//2
7.6 Utredningens överväganden;Spannmålspriserna//NN|UTR|PLU|DEF|NOM//nsubj//63 på//PP//case//57 världsmarknaden//NN|UTR|SIN|DEF|NOM//nmod//55 har//VB|PRS|AKT//aux//63 i//PP//advmod//63 regel//NN|UTR|SIN|IND|NOM//fixed//59 varit//VB|SUP|AKT//cop//63 betydligt//AB//advmod//63 lägre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//parataxis//2 än//KN//case//65 priserna//NN|NEU|PLU|DEF|NOM//obl//63 i//PP//case//67 Sverige//PM|NOM//nmod//65 och//KN//cc//70 i//PP//case//70 EU//PM|NOM//conj//67 .//MAD//punct//2
7.6 Utredningens överväganden;Kan//VB|PRS|AKT//aux//76 spannmålen//NN|UTR|SIN|DEF|NOM//nsubj:pass//76 i//PP//advmod//76 stället//NN|NEU|SIN|DEF|NOM//fixed//74 avsättas//VB|INF|SFO//parataxis//2 som//KN//mark//78 foder//NN|NEU|SIN|IND|NOM//xcomp//76 i//PP//case//80 Sverige//PM|NOM//nmod//78 till//PP//case//83 samma//DT|UTR/NEU|SIN/PLU|IND//det//83 priser//NN|NEU|PLU|IND|NOM//obl//76 som//HP|-|-|-//nsubj//92 inom//PP//case//86 EU//PM|NOM//obl//92 eller//KN//cc//89 på//PP//case//89 världsmarknaden//NN|UTR|SIN|DEF|NOM//conj//86 ,//MID//punct//92 är//VB|PRS|AKT//cop//92 förbättrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//acl:relcl//83 förutsättningar//NN|UTR|PLU|IND|NOM//obj//92 för//PP//case//95 svinuppfödning//NN|UTR|SIN|IND|NOM//nmod//93 ,//MID//punct//97 slakt//NN|UTR|SIN|IND|NOM//conj//95 och//KN//cc//99 export//NN|UTR|SIN|IND|NOM//conj//95 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//93 att//IE//mark//102 söka//VB|INF|AKT//acl//100 vidareutveckla//VB|INF|AKT//xcomp//102 .//MAD//punct//2
7.6 Utredningens överväganden;En//DT|UTR|SIN|IND//det//107 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//107 produktion//NN|UTR|SIN|IND|NOM//nsubj//115 i//PP//case//109 Sverige//PM|NOM//nmod//107 av//PP//case//113 2//RG|NOM//nummod//112 miljoner//NN|UTR|PLU|IND|NOM//nmod//113 grisar//NN|UTR|PLU|IND|NOM//nmod//107 skulle//VB|PRT|AKT//aux//115 innebära//VB|INF|AKT//parataxis//2 en//DT|UTR|SIN|IND//det//118 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//118 foderkonsumtion//NN|UTR|SIN|IND|NOM//obj//115 av//PP//case//120 spannmål//NN|UTR|SIN|IND|NOM//nmod//118 med//PP//case//125 ca//AB|AN//advmod//123 630//RG|NOM//nummod//124 000//RG|NOM//nummod//125 ton//NN|NEU|PLU|IND|NOM//obl//115 .//MAD//punct//2
7.6 Utredningens överväganden;Till//PP//case//3 skillnad//NN|UTR|SIN|IND|NOM//fixed//0 från//PP//case//3 nötkött//NN|NEU|SIN|IND|NOM//obl//5 är//VB|PRS|AKT//cop//5 produktionen//NN|UTR|SIN|DEF|NOM//nsubj//9 av//PP//case//7 svinkött//NN|NEU|SIN|IND|NOM//nmod//5 inte//AB//advmod//9 begränsad//PC|PRF|UTR|SIN|IND|NOM//ROOT//9 av//PP//case//13 ett//DT|NEU|SIN|IND//det//13 ekonomiskt//JJ|POS|NEU|SIN|IND|NOM//amod//13 regelsystem//NN|NEU|SIN|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//15 förhindrar//VB|PRS|AKT//acl:relcl//13 EU//PM|NOM//obj//15 ://MID//punct//15 s//JJ|AN//nummod//19 medlemsländer//NN|NEU|PLU|IND|NOM//nmod//9 att//IE//mark//21 konkurrera//VB|INF|AKT//acl//19 fritt//AB|POS//advmod//21 .//MAD//punct//9
7.6 Utredningens överväganden;Danmark//PM|NOM//nsubj//25 har//VB|PRS|AKT//parataxis//9 sedan//PP//advmod//25 sitt//PS|NEU|SIN|DEF//nmod:poss//28 inträde//NN|NEU|SIN|IND|NOM//nsubj//31 i//PP//case//30 EU//PM|NOM//nmod//28 ökat//VB|SUP|AKT//advcl//25 sin//PS|UTR|SIN|DEF//nmod:poss//33 slakt//NN|UTR|SIN|IND|NOM//obj//31 av//PP//case//35 gris//NN|UTR|SIN|IND|NOM//nmod//33 från//PP//case//39 ca//AB|AN//advmod//38 10//RG|NOM//nummod//39 miljoner//NN|UTR|PLU|IND|NOM//obl//31 vid//PP//case//41 EU-inträdet//NN|NEU|SIN|DEF|NOM//nmod//39 till//PP//case//46 ca//AB|AN//advmod//44 21//RG|NOM//nummod//45 miljoner//NN|UTR|PLU|IND|NOM//nmod//46 grisar//NN|UTR|PLU|IND|NOM//obl//31 år//NN|NEU|SIN|IND|NOM//nmod//48 1996//RG|NOM//nummod//46 .//MAD//punct//25
7.6 Utredningens överväganden;Uppemot//PP//advmod//51 80//RG|NOM//nummod//52 %//NN|AN//nsubj//59 av//PP//case//54 intäkterna//NN|UTR|PLU|DEF|NOM//nmod//52 av//PP//case//58 den//DT|UTR|SIN|DEF//det//58 danska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//58 grisproduktionen//NN|UTR|SIN|DEF|NOM//nmod//54 kommer//VB|PRS|AKT//conj//25 in//PL//compound:prt//59 som//KN//case//62 intäkter//NN|UTR|PLU|IND|NOM//obl//59 från//PP//case//64 exportmarknaden//NN|UTR|SIN|DEF|NOM//nmod//62 .//MAD//punct//59
7.6 Utredningens överväganden;Aktuella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//67 satsningar//NN|UTR|PLU|IND|NOM//nsubj//68 pekar//VB|PRS|AKT//parataxis//59 på//PP//mark//76 att//SN//mark//76 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//72 uppfödare//NN|UTR|PLU|IND|NOM//nsubj//76 redan//AB//advmod//75 år//NN|NEU|SIN|IND|NOM//nmod//75 1998//RG|NOM//nmod//72 försöker//VB|PRS|AKT//ccomp//68 att//IE//mark//78 öka//VB|INF|AKT//xcomp//76 svinproduktionen//NN|UTR|SIN|DEF|NOM//obj//78 med//PP//case//84 ca//AB|AN//advmod//82 2//RG|NOM//nummod//83 miljoner//NN|UTR|PLU|IND|NOM//nmod//84 grisar//NN|UTR|PLU|IND|NOM//nmod//79 .//MAD//punct//88
7.6 Utredningens överväganden;Genom//PP//case//87 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//88 strävar//VB|PRS|AKT//advcl//92 de//DT|UTR/NEU|PLU|DEF//det//91 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//91 livsmedelsproducenterna//NN|UTR|PLU|DEF|NOM//nsubj//92 få//VB|INF|AKT//parataxis//59 ungefär//AB//advmod//94 hälften//NN|UTR|SIN|DEF|NOM//obj//92 av//PP//case//97 det//DT|NEU|SIN|DEF//det//97 marknadsutrymme//NN|NEU|SIN|IND|NOM//nmod//94 som//HP|-|-|-//nsubj//99 uppstår//VB|PRS|AKT//acl:relcl//97 genom//PP//case//103 den//DT|UTR|SIN|DEF//det//103 nederländska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//103 neddragningen//NN|UTR|SIN|DEF|NOM//obl//99 på//PP//case//107 grund//NN|UTR|SIN|IND|NOM//fixed//104 av//PP//fixed//104 svinpesten//NN|UTR|SIN|DEF|NOM//nmod//103 .//MAD//punct//59
7.6 Utredningens överväganden;I//PP//case//110 Nederländerna//PM|NOM//obl//111 planeras//VB|PRS|SFO//conj//59 nu//AB//advmod//111 en//DT|UTR|SIN|IND//det//115 obligatorisk//JJ|POS|UTR|SIN|IND|NOM//amod//115 neddragning//NN|UTR|SIN|IND|NOM//nsubj:pass//111 av//PP//case//117 grisbeståndet//NN|NEU|SIN|DEF|NOM//nmod//115 med//PP//case//120 25//RG|NOM//nummod//120 %//NN|AN//nmod//117 (//PAD//punct//111 1996//RG|NOM//nummod//124 är//VB|PRS|AKT//cop//124 basår//NN|NEU|SIN|IND|NOM//appos//111 )//PAD//punct//124 ,//MID//punct//124 dvs.//AB|AN//advmod//130 från//PP//case//130 15//RG|NOM//nummod//130 miljoner//NN|UTR|PLU|IND|NOM//conj//124 till//PP//case//135 drygt//AB|POS//advmod//133 11//RG|NOM//nummod//134 miljoner//NN|UTR|PLU|IND|NOM//nmod//135 djur//NN|NEU|PLU|IND|NOM//nmod//130 .//MAD//punct//25
7.6 Utredningens överväganden;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 finns//VB|PRS|SFO//ROOT//1 två//RG|NOM//nsubj//1 för//PP//case//4 näringen//NN|UTR|SIN|DEF|NOM//obl//1 viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//6 faktorer//NN|UTR|PLU|IND|NOM//nsubj//1 .//MAD//punct//1
7.6 Utredningens överväganden;Den//DT|UTR|SIN|DEF//det//9 första//RO|NOM//nsubj//36 är//VB|PRS|AKT//cop//9 hur//HA//advmod//17 de//DT|UTR/NEU|PLU|DEF//det//14 inhemska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 företagen//NN|NEU|PLU|DEF|NOM//nsubj//17 skall//VB|PRS|AKT//aux//17 kunna//VB|INF|AKT//aux//17 ta//VB|INF|AKT//csubj//9 en//DT|UTR|SIN|IND//det//20 betydande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//20 del//NN|UTR|SIN|IND|NOM//obj//17 av//PP//case//23 den//DT|UTR|SIN|DEF//det//23 konsumtionsökning//NN|UTR|SIN|IND|NOM//nmod//20 av//PP//case//25 griskött//NN|NEU|SIN|IND|NOM//nmod//23 som//HP|-|-|-//nsubj//29 sannolikt//AB|POS//advmod//29 är//VB|PRS|AKT//cop//29 förestående//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//acl:relcl//25 .//MAD//punct//9
7.6 Utredningens överväganden;Den//DT|UTR|SIN|DEF//det//32 andra//RO|NOM//nsubj//33 är//VB|PRS|AKT//cop//36 hur//HA//advmod//36 en//DT|UTR|SIN|IND//det//36 ökning//NN|UTR|SIN|IND|NOM//parataxis//1 av//PP//case//38 exporten//NN|UTR|SIN|DEF|NOM//nmod//36 skall//VB|PRS|AKT//aux//40 nås//VB|INF|SFO//conj//1 .//MAD//punct//44
7.6 Utredningens överväganden;De//DT|UTR/NEU|PLU|DEF//det//44 grundläggande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//44 kraven//NN|NEU|PLU|DEF|NOM//obj//40 för//PP//mark//49 att//SN//mark//49 detta//PN|NEU|SIN|DEF|SUB/OBJ//nsubj//49 skall//VB|PRS|AKT//aux//49 lyckas//VB|INF|SFO//acl//44 är//VB|PRS|AKT//cop//49 att//SN//mark//60 produkterna//NN|UTR|PLU|DEF|NOM//nsubj//60 både//KN//cc//55 till//PP//case//55 pris//NN|NEU|SIN|IND|NOM//nmod//52 och//KN//cc//57 kvalité//NN|UTR|SIN|IND|NOM//conj//55 skall//VB|PRS|AKT//aux//60 vara//VB|INF|AKT//cop//60 konkurrenskraftiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//csubj//78 .//MAD//punct//60
7.6 Utredningens överväganden;Salmonellafrihet//NN|UTR|SIN|IND|NOM//parataxis//60 och//KN//cc//64 frihet//NN|UTR|SIN|IND|NOM//conj//62 från//PP//case//66 användning//NN|UTR|SIN|IND|NOM//obl//60 av//PP//case//69 tillväxtbefrämjande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//69 medel//NN|NEU|PLU|IND|NOM//nmod//66 i//PP//case//71 foderblandningar//NN|UTR|PLU|IND|NOM//nmod//69 ,//MID//punct//73 uppfödningsförhållanden//NN|NEU|PLU|IND|NOM//conj//66 m.m.//AB|AN//conj//66 är//VB|PRS|AKT//cop//78 några//DT|UTR/NEU|PLU|IND//det//78 goda//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//78 kvalitetsargument//NN|NEU|PLU|IND|NOM//obl//49 .//MAD//punct//1
7.6 Utredningens överväganden;De//DT|UTR/NEU|PLU|DEF//det//2 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 slakteriernas//NN|UTR|PLU|DEF|GEN//nmod:poss//3 betalning//NN|UTR|SIN|IND|NOM//nsubj//10 för//PP//case//5 slaktsvinen//NN|UTR|SIN|DEF|NOM//nmod//3 har//VB|PRS|AKT//aux//10 hittills//AB//advmod//9 under//PP//case//9 EU-medlemskapet//NN|NEU|SIN|DEF|NOM//nsubj//10 legat//VB|SUP|AKT//ROOT//10 mycket//AB|POS//advmod//12 nära//AB|POS//advmod//10 vad//HP|NEU|SIN|IND//obj//17 de//DT|UTR/NEU|PLU|DEF//det//16 danska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//16 slakterierna//NN|UTR|PLU|DEF|NOM//nsubj//17 betalat//VB|SUP|AKT//acl//12 .//MAD//punct//10
7.6 Utredningens överväganden;År//NN|NEU|SIN|IND|NOM//nmod//20 1997//RG|NOM//obl//10 beräknas//VB|PRS|SFO//advcl//10 genomsnittsbetalningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//21 bli//VB|INF|AKT//xcomp//21 20–30//RG|NOM//nummod//25 öre//NN|NEU|PLU|IND|NOM//xcomp//23 ///MID//case//27 kg//NN|AN//nmod//25 högre//JJ|KOM|UTR/NEU|SIN/PLU|IND/DEF|NOM//xcomp//23 än//KN//case//31 i//PP//case//31 Danmark//PM|NOM//obl//28 .//MAD//punct//10
7.6 Utredningens överväganden;De//DT|UTR/NEU|PLU|DEF//det//2 finska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//2 slakterierna//NN|UTR|PLU|DEF|NOM//nsubj//3 betalade//VB|PRT|AKT//ROOT//3 år//NN|NEU|SIN|IND|NOM//nmod//5 1996//RG|NOM//obl//3 i//PP//case//7 genomsnitt//NN|NEU|SIN|IND|NOM//obl//3 ca//AB|AN//advmod//9 80//RG|NOM//nummod//10 öre//NN|NEU|PLU|IND|NOM//obl//3 mindre//AB|KOM//advmod//13 per//PP//case//13 kilo//NN|NEU|SIN|IND|NOM//obl//3 vid//PP//case//15 inköp//NN|NEU|SIN|IND|NOM//nmod//13 av//PP//case//17 slaktsvin//NN|NEU|SIN|IND|NOM//nmod//15 än//KN//mark//21 de//DT|UTR/NEU|PLU|DEF//det//21 svenska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//21 slakterierna//NN|UTR|PLU|DEF|NOM//nmod//13 .//MAD//punct//3
7.6 Utredningens överväganden;I//PP//case//24 Finland//PM|NOM//obl//25 finns//VB|PRS|SFO//conj//3 fram//PL//advmod//25 t.o.m.//AB|AN//case//29 år//NN|NEU|SIN|IND|NOM//nmod//29 1999//RG|NOM//obl//25 ett//DT|NEU|SIN|IND//det//32 nationellt//JJ|POS|NEU|SIN|IND|NOM//amod//32 övergångsstöd//NN|NEU|SIN|IND|NOM//nsubj//25 .//MAD//punct//25
7.6 Utredningens överväganden;År//NN|NEU|SIN|IND|NOM//nmod//35 1997//RG|NOM//obl//36 utgör//VB|PRS|AKT//conj//3 stödet//NN|NEU|SIN|DEF|NOM//nsubj//36 närmare//AB|KOM//advmod//39 5//RG|NOM//nummod//40 kr//NN|AN//xcomp//36 ///MID//case//42 kg//NN|AN//nmod//40 .//MAD//punct//3
7.6 Utredningens överväganden;Det//DT|NEU|SIN|DEF//det//48 kraftiga//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 finska//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 nationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//48 stödet//NN|NEU|SIN|DEF|NOM//nsubj//53 till//PP//case//50 jordbruket//NN|NEU|SIN|DEF|NOM//nmod//48 torde//VB|PRT|AKT//aux//53 ha//VB|INF|AKT//aux//53 gett//VB|SUP|AKT//parataxis//3 möjlighet//NN|UTR|SIN|IND|NOM//obj//53 för//PP//case//58 de//DT|UTR/NEU|PLU|DEF//det//58 finska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//58 slakterierna//NN|UTR|PLU|DEF|NOM//nmod//54 att//IE//mark//60 pressa//VB|INF|AKT//acl//58 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//62 inköpspriser//NN|UTR|PLU|IND|NOM//obj//60 .//MAD//punct//3
7.6 Utredningens överväganden;Dessutom//AB//advmod//65 utgår//VB|PRS|AKT//conj//3 som//KN//mark//68 tidigare//AB|KOM//advmod//68 nämnts//VB|SUP|SFO//advcl//65 höga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//70 investeringsstöd//NN|NEU|PLU|IND|NOM//obj//68 i//PP//case//72 Finland//PM|NOM//obl//68 .//MAD//punct//3
7.6 Utredningens överväganden;Viktiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//1 förutsättningar//NN|UTR|PLU|IND|NOM//nsubj//47 för//PP//case//3 slakteri-//NN|NEU|-|-|SMS//nmod//1 och//KN//cc//5 charkuteriföretagens//NN|UTR|SIN|DEF|GEN//conj//3 expansion//NN|UTR|SIN|IND|NOM//conj//3 –//RG|NOM//punct//1 och//KN//cc//10 för//PP//case//10 möjligheten//NN|UTR|SIN|DEF|NOM//conj//1 att//IE//mark//12 konkurrera//VB|INF|AKT//acl//10 på//PP//case//15 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//15 marknader//NN|UTR|PLU|IND|NOM//obl//12 –//RG|NOM//punct//1 är//VB|PRS|AKT//cop//1 att//SN//mark//22 företagen//NN|NEU|PLU|DEF|NOM//nsubj//22 i//PP//case//21 Sverige//PM|NOM//nmod//19 har//VB|PRS|AKT//ccomp//17 med//PP//case//24 konkurrentländerna//NN|UTR|PLU|DEF|NOM//obl//22 likvärdiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//26 produktionsvillkor//NN|UTR|PLU|IND|NOM//obj//22 samt//KN//cc//30 en//DT|UTR|SIN|IND//det//30 ökad//PC|PRF|UTR|SIN|IND|NOM//amod//30 effektivitet//NN|UTR|SIN|IND|NOM//conj//22 såväl//KN//advmod//33 hos//PP//case//33 uppfödaren//NN|UTR|SIN|DEF|NOM//nmod//30 som//KN//mark//36 i//PP//case//36 slakterierna//NN|UTR|PLU|DEF|NOM//nmod//33 .//MAD//punct//1
7.6 Utredningens överväganden;Tillgången//NN|UTR|SIN|DEF|NOM//appos//1 till//PP//case//42 konkurrenskraftiga//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 inhemska//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//42 råvaror//NN|UTR|PLU|IND|NOM//nmod//38 är//VB|PRS|AKT//cop//47 en//DT|UTR|SIN|IND//det//47 annan//JJ|POS|UTR|SIN|IND|NOM//amod//47 viktig//JJ|POS|UTR|SIN|IND|NOM//amod//47 förutsättning//NN|UTR|SIN|IND|NOM//ROOT//47 för//PP//case//49 köttindustrin//NN|UTR|SIN|DEF|NOM//nmod//47 i//PP//case//51 Sverige//PM|NOM//nmod//49 .//MAD//punct//47
7.6 Utredningens överväganden;Fram//AB//advmod//4 till//PP//case//3 år//NN|NEU|SIN|IND|NOM//nmod//3 2000//RG|NOM//obl//0 finns//VB|PRS|SFO//ROOT//4 enligt//PP//case//7 branschens//NN|UTR|SIN|DEF|GEN//nmod:poss//7 bedömningar//NN|UTR|PLU|IND|NOM//obl//4 ett//DT|NEU|SIN|IND//det//9 investeringsbehov//NN|NEU|SIN|IND|NOM//nmod//14 motsvarande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//advmod//11 2//RG|NOM//nummod//12 miljoner//NN|UTR|PLU|IND|NOM//obl//13 slaktade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//14 grisar//NN|UTR|PLU|IND|NOM//nsubj//4 per//PP//case//16 år//NN|NEU|SIN|IND|NOM//nmod//14 .//MAD//punct//4
