Sammanfattning;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//6 om//PP//case//4 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 framtida//JJ|POS|UTR/NEU|SIN/PLU|IND/DEF|NOM//amod//4 personalförsörjning//NN|UTR|SIN|IND|NOM//nmod//0 har//VB|PRS|AKT//aux//6 haft//VB|SUP|AKT//ROOT//6 som//KN//mark//8 uppdrag//NN|NEU|SIN|IND|NOM//xcomp//6 att//IE//mark//10 se//VB|INF|AKT//acl//8 över//PL//compound:prt//10 och//KN//cc//13 föreslå//VB|INF|AKT//conj//10 de//DT|UTR/NEU|PLU|DEF//det//15 åtgärder//NN|UTR|PLU|IND|NOM//obj//13 som//HP|-|-|-//nsubj:pass//17 behövs//VB|PRS|SFO//acl:relcl//15 för//PP//mark//21 att//IE//mark//21 kunna//VB|INF|AKT//aux//21 anpassa//VB|INF|AKT//advcl//17 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//23 personalförsörjning//NN|UTR|SIN|IND|NOM//obj//21 till//PP//case//27 myndighetens//NN|UTR|SIN|DEF|GEN//nmod:poss//27 nya//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//27 uppgifter//NN|UTR|PLU|IND|NOM//obl//21 och//KN//cc//29 behov//NN|NEU|PLU|IND|NOM//conj//27 .//MAD//punct//6
Skydd för den civila anställningen m.m.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//6 om//SN//mark//6 en//DT|UTR|SIN|IND//det//5 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//6 sägs//VB|PRS|SFO//ccomp//1 upp//PL//compound:prt//6 eller//KN//cc//9 avskedas//VB|PRS|SFO//conj//6 från//PP//case//13 sin//PS|UTR|SIN|DEF//nmod:poss//13 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//13 anställning//NN|UTR|SIN|IND|NOM//obl//9 enbart//AB//advmod//22 på//PP//mark//22 grund//NN|UTR|SIN|IND|NOM//fixed//15 av//PP//fixed//15 att//SN//mark//22 han//PN|UTR|SIN|DEF|SUB//nsubj//22 eller//KN//cc//21 hon//PN|UTR|SIN|DEF|SUB//conj//19 begär//VB|PRS|AKT//advcl//6 eller//KN//cc//24 tar//VB|PRS|AKT//conj//22 i//PP//case//28 anspråk//NN|NEU|SIN|IND|NOM//det//28 sin//PS|UTR|SIN|DEF//nmod:poss//28 rätt//NN|UTR|SIN|IND|NOM//obl//24 till//PP//case//30 ledighet//NN|UTR|SIN|IND|NOM//obl//24 enligt//PP//case//34 den//DT|UTR|SIN|DEF//det//34 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//34 speciallagen//NN|UTR|SIN|DEF|NOM//obl//24 ,//MID//punct//40 ska//VB|PRS|AKT//aux//40 uppsägningen//NN|UTR|SIN|DEF|NOM//nsubj:pass//40 eller//KN//cc//39 avskedandet//NN|NEU|SIN|DEF|NOM//conj//37 ogiltigförklaras//VB|INF|SFO//conj//1 ,//MID//punct//40 om//SN//mark//44 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//44 begär//VB|PRS|AKT//advcl//40 det//PN|NEU|SIN|DEF|SUB/OBJ//obj//44 .//MAD//punct//1
Skydd för den civila anställningen m.m.;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 att//SN//mark//23 en//DT|UTR|SIN|IND//det//5 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//23 som//HP|-|-|-//nsubj//7 begär//VB|PRS|AKT//acl:relcl//5 eller//KN//cc//9 tar//VB|PRS|AKT//conj//7 i//PP//case//13 anspråk//NN|NEU|SIN|IND|NOM//det//13 sin//PS|UTR|SIN|DEF//nmod:poss//13 rätt//NN|UTR|SIN|IND|NOM//obl//9 till//PP//case//15 ledighet//NN|UTR|SIN|IND|NOM//obl//9 enligt//PP//case//19 den//DT|UTR|SIN|DEF//det//19 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//19 speciallagen//NN|UTR|SIN|DEF|NOM//obl//9 inte//AB//advmod//23 ska//VB|PRS|AKT//aux//23 vara//VB|INF|AKT//cop//23 skyldig//JJ|POS|UTR|SIN|IND|NOM//ccomp//1 att//IE//mark//29 bara//AB//advmod//28 av//PP//case//28 detta//DT|NEU|SIN|DEF//det//28 skäl//NN|NEU|SIN|IND|NOM//obl//29 godta//VB|INF|AKT//csubj//23 några//DT|UTR/NEU|PLU|IND//det//33 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//33 minskade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//33 anställningsförmåner//NN|UTR|PLU|IND|NOM//obj//29 eller//KN//cc//35 försämrade//PC|PRF|UTR/NEU|PLU|IND/DEF|NOM//amod//36 arbetsvillkor//NN|NEU|PLU|IND|NOM//obj//29 än//KN//case//38 sådana//PN|UTR/NEU|PLU|IND|SUB/OBJ//obl//29 som//HP|-|-|-//nsubj//43 är//VB|PRS|AKT//cop//43 en//DT|UTR|SIN|IND//det//43 nödvändig//JJ|POS|UTR|SIN|IND|NOM//amod//43 följd//NN|UTR|SIN|IND|NOM//acl:relcl//38 av//PP//case//45 ledigheten//NN|UTR|SIN|DEF|NOM//nmod//43 hos//PP//case//49 sin//PS|UTR|SIN|DEF//nmod:poss//49 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//49 arbetsgivare//NN|UTR|SIN|IND|NOM//nmod//45 .//MAD//punct//1
Skydd för den civila anställningen m.m.;Arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//60 ska//VB|PRS|AKT//aux//60 inte//AB//advmod//60 heller//AB//advmod//60 bara//AB//advmod//58 av//PP//case//58 detta//DT|NEU|SIN|DEF//det//58 skäl//NN|NEU|SIN|IND|NOM//obl//60 vara//VB|INF|AKT//cop//60 skyldig//JJ|POS|UTR|SIN|IND|NOM//parataxis//1 att//IE//mark//66 hos//PP//case//65 sin//PS|UTR|SIN|DEF//nmod:poss//65 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//65 arbetsgivare//NN|UTR|PLU|IND|NOM//obl//66 godta//VB|INF|AKT//advcl//60 någon//DT|UTR|SIN|IND//det//69 annan//JJ|POS|UTR|SIN|IND|NOM//amod//69 omplacering//NN|UTR|SIN|IND|NOM//obj//66 än//KN//mark//72 en//DT|UTR|SIN|IND//det//72 sådan//JJ|POS|UTR|SIN|IND|NOM//acl//69 som//HP|-|-|-//nsubj//75 kan//VB|PRS|AKT//aux//75 ske//VB|INF|AKT//acl:relcl//72 inom//PP//case//79 ramen//NN|UTR|SIN|DEF|NOM//fixed//76 för//PP//fixed//76 anställningsavtalet//NN|NEU|SIN|DEF|NOM//obl//75 och//KN//cc//85 som//HP|-|-|-//nsubj//85 är//VB|PRS|AKT//cop//85 en//DT|UTR|SIN|IND//det//85 nödvändig//JJ|POS|UTR|SIN|IND|NOM//amod//85 följd//NN|UTR|SIN|IND|NOM//conj//66 av//PP//case//87 ledigheten//NN|UTR|SIN|DEF|NOM//obl:agent//85 .//MAD//punct//1
Skydd för den civila anställningen m.m.;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 vidare//AB|KOM//advmod//1 att//SN//mark//5 en//DT|UTR|SIN|IND//det//5 arbetstagare//NN|UTR|SIN|IND|NOM//obj//1 som//HP|-|-|-//nsubj//8 är//VB|PRS|AKT//cop//8 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//5 som//HP|-|-|-//mark//11 tidvis//AB//advmod//11 tjänstgörande//AB//advcl//8 i//PP//case//13 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//11 enligt//PP//case//17 den//DT|UTR|SIN|DEF//det//17 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//17 speciallagen//NN|UTR|SIN|DEF|NOM//nmod//13 inte//AB//advmod//24 på//PP//case//22 grund//NN|UTR|SIN|IND|NOM//fixed//19 av//PP//fixed//19 detta//PN|NEU|SIN|DEF|SUB/OBJ//obl//24 får//VB|PRS|AKT//aux//24 missgynnas//VB|INF|SFO//advcl//8 när//HA//mark//29 han//PN|UTR|SIN|DEF|SUB//nsubj//29 eller//KN//cc//28 hon//PN|UTR|SIN|DEF|SUB//conj//26 gör//VB|PRS|AKT//advcl//24 en//DT|UTR|SIN|IND//det//31 förfrågan//NN|UTR|SIN|IND|NOM//obj//29 om//PP//compound:prt//29 eller//KN//cc//34 söker//VB|PRS|AKT//conj//29 arbete//NN|NEU|SIN|IND|NOM//obj//34 .//MAD//punct//1

Rätt till anstånd med studier och studieuppehåll;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//13 en//DT|UTR|SIN|IND//det//4 person//NN|UTR|SIN|IND|NOM//nsubj//13 som//HP|-|-|-//nsubj:pass//7 blivit//VB|SUP|AKT//aux:pass//7 antagen//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//4 till//PP//case//9 universitet//NN|NEU|SIN|IND|NOM//nmod//7 eller//KN//cc//11 högskola//NN|UTR|SIN|IND|NOM//conj//9 ska//VB|PRS|AKT//aux//13 ha//VB|INF|AKT//ccomp//1 rätt//NN|UTR|SIN|IND|NOM//obj//13 att//IE//mark//17 dels//KN//advmod//17 erhålla//VB|INF|AKT//acl//14 anstånd//NN|NEU|SIN|IND|NOM//obj//17 med//PP//mark//21 att//IE//mark//21 påbörja//VB|INF|AKT//advcl//17 studierna//NN|UTR|PLU|DEF|NOM//obj//21 ,//MID//punct//25 dels//KN//advmod//25 rätt//NN|UTR|SIN|IND|NOM//obl//1 till//PP//case//27 studieuppehåll//NN|NEU|SIN|IND|NOM//nmod//25 under//PP//case//30 sex//RG|NOM//nummod//30 månader//NN|UTR|PLU|IND|NOM//nmod//25 för//PP//mark//33 att//IE//mark//33 prova//VB|INF|AKT//acl//25 en//DT|UTR|SIN|IND//det//35 anställning//NN|UTR|SIN|IND|NOM//obj//33 som//HP|-|-|-//mark//37 kontinuerligt//AB|POS//acl:relcl//35 eller//KN//cc//40 tidvis//AB//advmod//40 tjänstgörande//AB//conj//37 i//PP//case//42 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//37 .//MAD//punct//1
Rätt till anstånd med studier och studieuppehåll;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 att//SN//mark//19 en//DT|UTR|SIN|IND//det//5 studerande//NN|UTR|SIN|IND|NOM//nsubj//19 vid//PP//case//7 universitet//NN|NEU|SIN|IND|NOM//nmod//5 eller//KN//cc//9 högskola//NN|UTR|SIN|IND|NOM//conj//7 som//HP|-|-|-//nsubj//12 är//VB|PRS|AKT//cop//12 anställd//PC|PRF|UTR|SIN|IND|NOM//acl:relcl//9 som//HP|-|-|-//mark//15 tidvis//AB//advmod//15 tjänstgörande//AB//advcl//12 i//PP//case//17 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//15 ska//VB|PRS|AKT//aux//19 ha//VB|INF|AKT//ccomp//1 rätt//NN|UTR|SIN|IND|NOM//obj//19 till//PP//case//22 studieuppehåll//NN|NEU|SIN|IND|NOM//obl//19 för//PP//mark//25 att//IE//mark//25 tjänstgöra//VB|INF|AKT//advcl//19 i//PP//case//27 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obl//25 .//MAD//punct//1

Tjänstgöring i internationella militära insatser;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//23 lagen//NN|UTR|SIN|DEF|NOM//nsubj:pass//23 (//PAD//punct//5 2010:449//RG|NOM//appos//3 )//PAD//punct//5 om//PP//case//9 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//9 personal//NN|UTR|SIN|IND|NOM//nmod//3 vid//PP//case//13 internationella//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 militära//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//13 insatser//NN|UTR|PLU|IND|NOM//nmod//9 som//HP|-|-|-//nsubj//15 träder//VB|PRS|AKT//acl:relcl//13 i//PP//compound:prt//15 kraft//NN|UTR|SIN|IND|NOM//fixed//16 den//DT|UTR|SIN|DEF//det//20 1//RO|NOM//nummod//20 januari//NN|UTR|SIN|IND|NOM//obl//23 2011//RG|NOM//nummod//20 ska//VB|PRS|AKT//aux//23 upphävas//VB|INF|SFO//ccomp//1 och//KN//cc//35 att//IE//mark//35 i//PP//advmod//30 stort//AB//fixed//26 sett//PC|PRF|NEU|SIN|IND|NOM//fixed//26 alla//DT|UTR/NEU|PLU|IND/DEF//det//30 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//35 i//PP//case//33 den//DT|UTR|SIN|DEF//det//33 lagen//NN|UTR|SIN|DEF|NOM//nmod//30 ska//VB|PRS|AKT//aux//35 föras//VB|INF|SFO//conj//23 in//PL//compound:prt//35 i//PP//case//38 den//DT|UTR|SIN|DEF//obl//35 av//PP//case//40 utredningen//NN|UTR|SIN|DEF|NOM//nmod//42 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//42 speciallagen//NN|UTR|SIN|DEF|NOM//obl//35 .//MAD//punct//1

Disciplinansvar och tvångsmedel;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//20 bestämmelser//NN|UTR|PLU|IND|NOM//nsubj:pass//20 om//PP//case//5 disciplinansvar//NN|UTR|PLU|IND|NOM//nmod//3 och//KN//cc//7 tvångsmedel//NN|NEU|PLU|IND|NOM//conj//5 för//PP//case//9 anställda//NN|UTR|PLU|IND|NOM//nmod//7 i//PP//case//11 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nmod//9 vid//PP//case//13 tjänstgöring//NN|UTR|SIN|IND|NOM//nmod//9 i//PP//case//18 en//DT|UTR|SIN|IND//det//18 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//18 militär//JJ|POS|UTR|SIN|IND|NOM//amod//18 insats//NN|UTR|SIN|IND|NOM//nmod//13 ska//VB|PRS|AKT//aux//20 finnas//VB|INF|SFO//ccomp//1 i//PP//case//24 den//DT|UTR|SIN|DEF//det//24 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//24 speciallagen//NN|UTR|SIN|DEF|NOM//obl//20 .//MAD//punct//1
Disciplinansvar och tvångsmedel;Det//PN|NEU|SIN|DEF|SUB/OBJ//expl//1 föreslås//VB|PRS|SFO//ROOT//1 att//SN//mark//11 en//DT|UTR|SIN|IND//det//4 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//11 ,//MID//punct//7 som//HP|-|-|-//case//7 uppsåtligen//AB//acl:relcl//4 eller//KN//cc//10 av//PP//case//10 oaktsamhet//NN|UTR|SIN|IND|NOM//conj//7 åsidosätter//VB|PRS|AKT//ccomp//1 sina//PS|UTR/NEU|PLU|DEF//nmod:poss//13 skyldigheter//NN|UTR|PLU|IND|NOM//obj//11 i//PP//case//15 anställningen//NN|UTR|SIN|DEF|NOM//obl//11 vid//PP//case//17 tjänstgöring//NN|UTR|SIN|IND|NOM//obl//11 i//PP//case//22 en//DT|UTR|SIN|IND//det//22 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//22 militär//JJ|POS|UTR|SIN|IND|NOM//amod//22 insats//NN|UTR|SIN|IND|NOM//nmod//17 ,//MID//punct//26 ska//VB|PRS|AKT//aux//26 få//VB|INF|AKT//aux//26 meddelas//VB|INF|SFO//conj//11 disciplinpåföljd//NN|UTR|SIN|IND|NOM//xcomp//26 för//PP//case//29 tjänsteförseelse//NN|UTR|SIN|IND|NOM//obl//26 .//MAD//punct//1
Disciplinansvar och tvångsmedel;Disciplinpåföljder//NN|UTR|PLU|IND|NOM//nsubj//34 ska//VB|PRS|AKT//aux//34 vara//VB|INF|AKT//cop//34 varning//NN|UTR|SIN|IND|NOM//parataxis//1 och//KN//cc//36 löneavdrag//NN|NEU|SIN|IND|NOM//conj//34 .//MAD//punct//34
Disciplinansvar och tvångsmedel;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 att//SN//mark//12 frågor//NN|UTR|PLU|IND|NOM//nsubj:pass//12 om//PP//case//5 disciplinansvar//NN|NEU|SIN|IND|NOM//nmod//3 i//PP//case//10 en//DT|UTR|SIN|IND//det//10 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//10 militär//JJ|POS|UTR|SIN|IND|NOM//amod//10 insats//NN|UTR|SIN|IND|NOM//nmod//5 ska//VB|PRS|AKT//aux//12 prövas//VB|INF|SFO//ccomp//1 av//PP//case//14 chefen//NN|UTR|SIN|DEF|NOM//obl:agent//12 för//PP//case//17 det//DT|NEU|SIN|DEF//det//17 förband//NN|NEU|SIN|IND|NOM//nmod//14 där//HA//advmod//20 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//20 tjänstgör//VB|PRS|AKT//acl:relcl//17 eller//KN//cc//24 senast//AB|SUV//advmod//24 har//VB|PRS|AKT//aux//24 tjänstgjort//VB|SUP|AKT//conj//20 .//MAD//punct//1
Disciplinansvar och tvångsmedel;För//PP//mark//28 att//IE//mark//28 biträda//VB|INF|AKT//advcl//41 Försvarsmakten//NN|UTR|SIN|DEF|NOM//obj//28 i//PP//case//31 handläggning//NN|UTR|SIN|IND|NOM//obl//28 av//PP//case//33 disciplinärenden//NN|NEU|PLU|IND|NOM//nmod//31 och//KN//cc//35 arbetstagaren//NN|UTR|SIN|DEF|NOM//conj//33 under//PP//case//39 det//DT|NEU|SIN|DEF//det//39 disciplinära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//39 förfarandet//NN|NEU|SIN|DEF|NOM//nmod//35 ska//VB|PRS|AKT//aux//41 finnas//VB|INF|SFO//parataxis//1 en//DT|UTR|SIN|IND//det//44 juridiskt//AB|POS//amod//44 sakkunnig//JJ|POS|UTR|SIN|IND|NOM//nsubj//41 .//MAD//punct//1

Skadestånd;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//12 en//DT|UTR|SIN|IND//det//4 arbetsgivare//NN|UTR|SIN|IND|NOM//nsubj//12 som//HP|-|-|-//nsubj//6 bryter//VB|PRS|AKT//acl:relcl//4 mot//PP//case//10 den//DT|UTR|SIN|DEF//det//10 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 speciallagen//NN|UTR|SIN|DEF|NOM//obl//6 ska//VB|PRS|AKT//aux//12 betala//VB|INF|AKT//ccomp//1 inte//AB//advmod//12 bara//AB//advmod//12 lön//NN|UTR|SIN|IND|NOM//obj//12 och//KN//cc//18 andra//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//18 anställningsförmåner//NN|UTR|PLU|IND|NOM//conj//15 som//HP|-|-|-//obj//22 arbetstagaren//NN|UTR|SIN|DEF|NOM//nsubj//22 kan//VB|PRS|AKT//aux//22 ha//VB|INF|AKT//acl:relcl//18 rätt//PL//obj//22 till//PP//case//22 ,//MID//punct//12 utan//KN//cc//28 även//AB//advmod//28 ersättning//NN|UTR|SIN|IND|NOM//conj//12 för//PP//case//30 skada//NN|UTR|SIN|IND|NOM//nmod//28 som//HP|-|-|-//nsubj//32 uppkommer//VB|PRS|AKT//acl:relcl//30 .//MAD//punct//1
Skadestånd;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 att//SN//mark//8 en//DT|UTR|SIN|IND//det//5 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//8 ska//VB|PRS|AKT//aux//8 vara//VB|INF|AKT//cop//8 skadeståndsskyldig//JJ|POS|UTR|SIN|IND|NOM//ccomp//1 om//SN//mark//14 han//PN|UTR|SIN|DEF|SUB//nsubj//14 eller//KN//cc//12 hon//PN|UTR|SIN|DEF|SUB//conj//10 inte//AB//advmod//14 iakttar//VB|PRS|AKT//advcl//1 den//DT|UTR|SIN|DEF//det//16 uppsägningstid//NN|UTR|SIN|IND|NOM//obj//14 som//HP|-|-|-//nsubj:pass//18 anges//VB|PRS|SFO//acl:relcl//16 i//PP//case//22 den//DT|UTR|SIN|DEF//det//22 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//22 speciallagen//NN|UTR|SIN|DEF|NOM//obl//18 .//MAD//punct//1

Bevisfrågor;Vidare//AB|KOM//advmod//1 föreslås//VB|PRS|SFO//ROOT//1 att//SN//mark//9 om//SN//mark//9 en//DT|UTR|SIN|IND//det//5 arbetssökande//PC|PRS|UTR/NEU|SIN/PLU|IND/DEF|NOM//nsubj//9 eller//KN//cc//8 en//DT|UTR|SIN|IND//det//8 arbetstagare//NN|UTR|SIN|IND|NOM//conj//5 visar//VB|PRS|AKT//ccomp//1 omständigheter//NN|UTR|PLU|IND|NOM//obj//9 som//HP|-|-|-//nsubj//12 ger//VB|PRS|AKT//acl:relcl//10 anledning//NN|UTR|SIN|IND|NOM//obj//12 att//IE//mark//15 anta//VB|INF|AKT//advcl//12 att//SN//mark//21 han//PN|UTR|SIN|DEF|SUB//nsubj//21 eller//KN//cc//19 hon//PN|UTR|SIN|DEF|SUB//conj//17 har//VB|PRS|AKT//aux//21 blivit//VB|SUP|AKT//ccomp//15 missgynnad//PC|PRF|UTR|SIN|IND|NOM//xcomp//21 av//PP//case//24 skäl//NN|NEU|PLU|IND|NOM//obl//22 som//HP|-|-|-//nsubj:pass//26 anges//VB|PRS|SFO//acl:relcl//24 i//PP//case//30 den//DT|UTR|SIN|DEF//det//30 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//30 speciallagen//NN|UTR|SIN|DEF|NOM//obl//26 ,//MID//punct//36 är//VB|PRS|AKT//cop//36 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//36 den//DT|UTR|SIN|DEF//det//36 civila//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//36 arbetsgivaren//NN|UTR|SIN|DEF|NOM//parataxis//1 som//HP|-|-|-//nsubj//39 ska//VB|PRS|AKT//aux//39 visa//VB|INF|AKT//acl:relcl//36 att//SN//mark//44 det//PN|NEU|SIN|DEF|SUB/OBJ//expl//44 inte//AB//advmod//44 har//VB|PRS|AKT//aux//44 förekommit//VB|SUP|AKT//ccomp//39 något//DT|NEU|SIN|IND//det//47 sådant//JJ|POS|NEU|SIN|IND|NOM//amod//47 missgynnande//NN|NEU|SIN|IND|NOM//xcomp//44 eller//KN//cc//54 att//SN//mark//54 missgynnandet//NN|NEU|SIN|DEF|NOM//nsubj//54 är//VB|PRS|AKT//cop//54 en//DT|UTR|SIN|IND//det//54 nödvändig//JJ|POS|UTR|SIN|IND|NOM//amod//54 följd//NN|UTR|SIN|IND|NOM//conj//44 av//PP//case//56 tillämpningen//NN|UTR|SIN|DEF|NOM//nmod//54 av//PP//case//60 den//DT|UTR|SIN|DEF//det//60 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//60 speciallagen//NN|UTR|SIN|DEF|NOM//nmod//56 .//MAD//punct//1

Överklagande;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//14 Försvarsmaktens//NN|UTR|SIN|DEF|GEN//nmod:poss//4 beslut//NN|NEU|SIN|IND|NOM//nsubj:pass//14 om//PP//case//6 anställning//NN|UTR|SIN|IND|NOM//nsubj:pass//14 enligt//PP//case//10 den//DT|UTR|SIN|DEF//det//10 föreslagna//PC|PRF|UTR/NEU|SIN|DEF|NOM//amod//10 speciallagen//NN|UTR|SIN|DEF|NOM//nmod//6 inte//AB//advmod//14 ska//VB|PRS|AKT//aux//14 få//VB|INF|AKT//aux//14 överklagas//VB|INF|SFO//ccomp//1 .//MAD//punct//1
Överklagande;Det//PN|NEU|SIN|DEF|SUB/OBJ//nsubj:pass//1 föreslås//VB|PRS|SFO//ROOT//1 också//AB//advmod//1 att//SN//mark//8 om//SN//mark//8 en//DT|UTR|SIN|IND//det//6 arbetstagare//NN|UTR|SIN|IND|NOM//nsubj//8 vill//VB|PRS|AKT//aux//8 överklaga//VB|INF|AKT//ccomp//1 ett//DT|NEU|SIN|IND//det//10 beslut//NN|NEU|SIN|IND|NOM//obj//8 att//IE//mark//12 ålägga//VB|INF|AKT//acl//10 honom//PN|UTR|SIN|DEF|OBJ//obj//12 eller//KN//cc//15 henne//PN|UTR|SIN|DEF|OBJ//conj//13 disciplinpåföljd//NN|UTR|SIN|IND|NOM//xcomp//12 vid//PP//case//18 tjänstgöring//NN|UTR|SIN|IND|NOM//nmod//16 i//PP//case//23 en//DT|UTR|SIN|IND//det//23 internationell//JJ|POS|UTR|SIN|IND|NOM//amod//23 militär//JJ|POS|UTR|SIN|IND|NOM//amod//23 insats//NN|UTR|SIN|IND|NOM//nmod//18 ,//MID//punct//1 ska//VB|PRS|AKT//aux//29 han//PN|UTR|SIN|DEF|SUB//nsubj//29 eller//KN//cc//28 hon//PN|UTR|SIN|DEF|SUB//conj//26 väcka//VB|INF|AKT//conj//1 talan//NN|UTR|SIN|IND|NOM//obj//29 inom//PP//case//33 tre//RG|NOM//nummod//33 veckor//NN|UTR|PLU|IND|NOM//obl//29 från//PP//case//35 det//PN|NEU|SIN|DEF|SUB/OBJ//obl//29 att//SN//mark//40 han//PN|UTR|SIN|DEF|SUB//nsubj//40 eller//KN//cc//39 hon//PN|UTR|SIN|DEF|SUB//conj//37 avslutat//VB|SUP|AKT//ccomp//29 sin//PS|UTR|SIN|DEF//nmod:poss//42 tjänstgöring//NN|UTR|SIN|IND|NOM//obj//40 i//PP//case//47 den//DT|UTR|SIN|DEF//det//47 internationella//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 militära//JJ|POS|UTR/NEU|SIN|DEF|NOM//amod//47 insatsen//NN|UTR|SIN|DEF|NOM//obl//40 .//MAD//punct//1

Rekrytering;Utredningen//NN|UTR|SIN|DEF|NOM//nsubj//1 föreslår//VB|PRS|AKT//ROOT//1 att//SN//mark//5 Försvarsmakten//NN|UTR|SIN|DEF|NOM//nsubj//5 bör//VB|PRS|AKT//aux//5 uppmuntra//VB|INF|AKT//ccomp//1 och//KN//cc//7 utveckla//VB|INF|AKT//conj//5 formerna//NN|UTR|PLU|DEF|NOM//obj//7 för//PP//mark//15 att//IE//mark//15 tillsammans//AB//advmod//14 med//PP//case//14 civila//JJ|POS|UTR/NEU|PLU|IND/DEF|NOM//amod//14 arbetsgivare//NN|UTR|PLU|IND|NOM//obl//15 rekrytera//VB|INF|AKT//advcl//7 personal//NN|UTR|SIN|IND|NOM//obj//15 .//MAD//punct//1
